2021-10-23 12:57:47, 3, 909.9266822599, 169, -0.005602504525333642, 68.18432600784303
2021-10-23 12:57:49, 4, 965.4129103152745, 181, -0.009073478226549924, 1008.4728763427734
2021-10-23 12:57:50, 5, 974.5227206300848, 179, -0.004640954029280692, 281.57387593078613
2021-10-23 12:57:59, 12, 1112.5397657449644, 137, -0.005037753194570541, 2319.992013916016
2021-10-23 12:58:00, 13, 1137.2713107193265, 167, -0.0042997378483414644, 1151.5636719970703
2021-10-23 12:58:10, 21, 1203.305169946479, 150, -0.013744939610362054, 2821.325169433594
2021-10-23 12:58:11, 22, 1227.181524605116, 116, 0.0006359501201659441, 4177.51009362793
2021-10-23 12:58:51, 52, 1273.3537195163258, 83, -0.004669459223747254, 2306.307343994141
2021-10-23 12:58:52, 53, 1300.9233760428606, 51, -0.004478317363187671, 7310.14021484375
2021-10-23 12:59:51, 100, 1369.4678723236866, 131, -0.004685460671782493, 401.29908648681635
2021-10-23 13:01:09, 162, 1537.5380773478205, 1, -0.00010277347080409532, 303.3273074951172
2021-10-23 13:02:15, 215, 1542.0875643188747, 3, -0.013445349656045436, 480.9353068847656
2021-10-23 13:17:12, 928, 1557.0020804456208, 15, -0.013117179349064829, 6151.841896667481
2021-10-23 13:19:38, 1046, 1593.1942115264874, 19, 0.0005792014040052891, 4270.475159423829
