Date,Open,High,Low,Close,Volume
2021-08-01 00:00:00,41461.84000000,41772.87000000,41120.00000000,41737.37000000,2544.49070400
2021-08-01 01:00:00,41734.66000000,41922.86000000,41614.98000000,41707.22000000,1613.00749900
2021-08-01 02:00:00,41707.22000000,41825.00000000,41605.62000000,41808.25000000,1202.26403900
2021-08-01 03:00:00,41808.25000000,42599.00000000,41808.25000000,42435.13000000,4175.85784300
2021-08-01 04:00:00,42430.41000000,42441.26000000,42026.00000000,42057.79000000,2197.33454900
2021-08-01 05:00:00,42053.67000000,42158.74000000,41670.00000000,41822.41000000,2162.95137200
2021-08-01 06:00:00,41822.42000000,41981.55000000,41605.00000000,41707.61000000,1450.55483600
2021-08-01 07:00:00,41707.61000000,41820.00000000,41580.00000000,41701.26000000,1236.25827500
2021-08-01 08:00:00,41701.25000000,41820.00000000,41624.76000000,41750.11000000,1198.77059700
2021-08-01 09:00:00,41750.11000000,41948.00000000,41723.00000000,41908.71000000,1255.11608800
2021-08-01 10:00:00,41908.71000000,41912.65000000,41339.75000000,41494.11000000,2043.96539600
2021-08-01 11:00:00,41494.11000000,41617.00000000,41325.00000000,41587.01000000,1741.45110800
2021-08-01 12:00:00,41587.00000000,41810.00000000,41510.10000000,41553.69000000,1154.04088200
2021-08-01 13:00:00,41553.69000000,41624.56000000,41370.91000000,41411.08000000,1612.69850000
2021-08-01 14:00:00,41411.07000000,41520.00000000,41214.83000000,41329.36000000,1674.52951100
2021-08-01 15:00:00,41329.36000000,41549.64000000,41160.00000000,41286.98000000,1559.37632200
2021-08-01 16:00:00,41286.99000000,41417.81000000,40714.28000000,41256.19000000,4746.08794100
2021-08-01 17:00:00,41256.19000000,41342.65000000,40842.39000000,41084.75000000,2732.87214000
2021-08-01 18:00:00,41084.75000000,41225.00000000,40956.85000000,41080.73000000,1620.64234000
2021-08-01 19:00:00,41080.73000000,41489.07000000,40600.00000000,41263.35000000,2923.16027500
2021-08-01 20:00:00,41263.34000000,41500.00000000,41106.00000000,41258.65000000,2076.84359900
2021-08-01 21:00:00,41258.65000000,41314.14000000,40926.09000000,41068.21000000,1139.68127400
2021-08-01 22:00:00,41068.21000000,41192.60000000,40000.00000000,40268.63000000,4849.50077500
2021-08-01 23:00:00,40273.36000000,40437.51000000,39422.01000000,39845.44000000,5041.73046100
2021-08-02 00:00:00,39850.27000000,40099.36000000,39450.00000000,39518.73000000,2764.58154700
2021-08-02 01:00:00,39518.73000000,39787.56000000,39250.00000000,39611.59000000,2757.54334600
2021-08-02 02:00:00,39611.58000000,39883.56000000,39455.01000000,39784.08000000,1673.90869000
2021-08-02 03:00:00,39784.07000000,39920.57000000,39683.15000000,39785.59000000,1230.69025100
2021-08-02 04:00:00,39785.60000000,39866.41000000,39617.85000000,39668.73000000,1430.90688600
2021-08-02 05:00:00,39668.74000000,39818.01000000,39591.51000000,39723.44000000,1264.11037000
