Date,Open,High,Low,Close,Volume
2021-08-01 02:00:00,41707.22000000,41749.11000000,41652.24000000,41658.58000000,71.40221600
2021-08-01 02:05:00,41658.58000000,41730.29000000,41650.00000000,41711.85000000,46.77859300
2021-08-01 02:10:00,41713.36000000,41729.31000000,41634.31000000,41634.32000000,65.25380900
2021-08-01 02:15:00,41634.32000000,41692.92000000,41605.62000000,41640.01000000,56.65238900
2021-08-01 02:20:00,41640.00000000,41690.00000000,41640.00000000,41678.90000000,54.37488100
2021-08-01 02:25:00,41678.90000000,41714.99000000,41678.89000000,41710.00000000,58.24364000
2021-08-01 02:30:00,41709.99000000,41730.00000000,41642.04000000,41642.05000000,79.49751000
2021-08-01 02:35:00,41642.04000000,41690.68000000,41640.00000000,41672.43000000,85.31637500
2021-08-01 02:40:00,41672.43000000,41730.00000000,41670.02000000,41722.28000000,102.82859600
2021-08-01 02:45:00,41722.28000000,41798.45000000,41716.76000000,41791.26000000,377.79836300
2021-08-01 02:50:00,41791.25000000,41800.00000000,41753.06000000,41795.34000000,94.46140100
2021-08-01 02:55:00,41795.34000000,41825.00000000,41777.20000000,41808.25000000,109.65626600
2021-08-01 03:00:00,41808.25000000,41915.00000000,41808.25000000,41891.00000000,234.69774200
2021-08-01 03:05:00,41891.01000000,41937.21000000,41856.30000000,41894.11000000,150.80236400
2021-08-01 03:10:00,41891.45000000,41977.77000000,41883.48000000,41951.64000000,188.13697800
2021-08-01 03:15:00,41951.65000000,41977.77000000,41904.60000000,41930.44000000,148.46815800
2021-08-01 03:20:00,41930.44000000,42074.37000000,41926.00000000,42000.22000000,507.89183700
2021-08-01 03:25:00,42000.23000000,42360.36000000,42000.00000000,42257.11000000,898.10797500
2021-08-01 03:30:00,42257.12000000,42389.88000000,42163.27000000,42215.38000000,359.45802500
2021-08-01 03:35:00,42215.38000000,42299.75000000,42203.45000000,42230.28000000,228.32999900
2021-08-01 03:40:00,42230.27000000,42336.64000000,42218.97000000,42307.45000000,220.14518100
2021-08-01 03:45:00,42307.45000000,42330.10000000,42218.00000000,42268.85000000,190.50400000
2021-08-01 03:50:00,42268.85000000,42400.00000000,42268.83000000,42360.69000000,175.39367200
2021-08-01 03:55:00,42363.79000000,42599.00000000,42363.79000000,42435.13000000,873.92191200
2021-08-01 04:00:00,42430.41000000,42441.26000000,42273.37000000,42353.63000000,278.24956800
2021-08-01 04:05:00,42353.64000000,42400.00000000,42305.00000000,42342.98000000,156.61044000
2021-08-01 04:10:00,42342.97000000,42426.66000000,42342.97000000,42407.11000000,158.55500700
2021-08-01 04:15:00,42407.10000000,42408.00000000,42324.07000000,42333.71000000,217.64969900
2021-08-01 04:20:00,42333.70000000,42343.00000000,42150.00000000,42150.02000000,238.22327900
2021-08-01 04:25:00,42150.02000000,42300.00000000,42150.02000000,42294.54000000,212.10252000
2021-08-01 04:30:00,42288.92000000,42312.30000000,42256.14000000,42274.51000000,131.58400300
2021-08-01 04:35:00,42274.50000000,42297.39000000,42181.95000000,42192.02000000,169.85449400
2021-08-01 04:40:00,42192.02000000,42261.34000000,42183.90000000,42242.80000000,174.30941600
2021-08-01 04:45:00,42242.80000000,42297.40000000,42235.53000000,42256.62000000,113.18695900
2021-08-01 04:50:00,42256.62000000,42278.76000000,42187.36000000,42189.15000000,95.65040500
2021-08-01 04:55:00,42189.16000000,42194.37000000,42026.00000000,42057.79000000,251.35875900
2021-08-01 05:00:00,42053.67000000,42158.74000000,42050.58000000,42130.99000000,141.61990100
2021-08-01 05:05:00,42131.00000000,42142.89000000,42056.56000000,42067.02000000,124.26650400
2021-08-01 05:10:00,42064.03000000,42073.43000000,41670.00000000,41734.28000000,729.02908700
2021-08-01 05:15:00,41734.27000000,41926.29000000,41724.70000000,41907.93000000,273.59814400
2021-08-01 05:20:00,41910.10000000,41939.02000000,41827.08000000,41902.17000000,144.57628300
2021-08-01 05:25:00,41902.17000000,41936.53000000,41829.18000000,41835.99000000,98.86095900
2021-08-01 05:30:00,41840.38000000,41910.77000000,41773.29000000,41887.40000000,140.40899900
2021-08-01 05:35:00,41881.47000000,41954.99000000,41881.47000000,41938.57000000,114.75296500
2021-08-01 05:40:00,41938.56000000,41961.04000000,41851.85000000,41876.25000000,137.56451200
2021-08-01 05:45:00,41876.25000000,41879.00000000,41843.43000000,41877.79000000,81.30845000
2021-08-01 05:50:00,41877.79000000,41897.85000000,41810.55000000,41836.61000000,121.52830800
2021-08-01 05:55:00,41836.61000000,41857.03000000,41788.57000000,41822.41000000,55.43726000
2021-08-01 06:00:00,41822.42000000,41981.55000000,41667.77000000,41699.43000000,263.19164700
2021-08-01 06:05:00,41699.42000000,41761.63000000,41605.00000000,41654.39000000,177.20402800
2021-08-01 06:10:00,41654.39000000,41837.35000000,41650.01000000,41781.98000000,124.74420600
2021-08-01 06:15:00,41781.97000000,41818.49000000,41753.57000000,41783.00000000,50.71624600
2021-08-01 06:20:00,41783.01000000,41845.93000000,41773.80000000,41804.43000000,112.53287500
2021-08-01 06:25:00,41804.43000000,41808.10000000,41720.00000000,41720.56000000,74.10127900
2021-08-01 06:30:00,41720.56000000,41824.69000000,41713.93000000,41814.79000000,79.41646500
2021-08-01 06:35:00,41814.78000000,41817.52000000,41690.10000000,41695.97000000,74.48761600
2021-08-01 06:40:00,41695.97000000,41735.74000000,41650.43000000,41696.81000000,187.70821900
2021-08-01 06:45:00,41699.66000000,41755.64000000,41696.83000000,41743.94000000,102.35903100
2021-08-01 06:50:00,41743.93000000,41779.09000000,41737.07000000,41771.99000000,89.22403000
2021-08-01 06:55:00,41772.00000000,41776.49000000,41705.69000000,41707.61000000,114.86919400
2021-08-01 07:00:00,41707.61000000,41820.00000000,41705.69000000,41773.45000000,234.65759200
2021-08-01 07:05:00,41773.44000000,41808.17000000,41763.62000000,41784.70000000,72.10325200
2021-08-01 07:10:00,41784.69000000,41785.32000000,41720.55000000,41747.59000000,71.42451100
2021-08-01 07:15:00,41747.58000000,41747.58000000,41580.00000000,41604.54000000,207.19348300
2021-08-01 07:20:00,41604.55000000,41717.93000000,41591.85000000,41710.94000000,127.98656500
2021-08-01 07:25:00,41710.95000000,41780.68000000,41710.94000000,41754.59000000,75.57821500
2021-08-01 07:30:00,41754.60000000,41788.00000000,41713.17000000,41787.99000000,52.45598400
2021-08-01 07:35:00,41788.00000000,41817.00000000,41744.00000000,41744.41000000,122.21051400
2021-08-01 07:40:00,41744.41000000,41805.85000000,41744.41000000,41774.98000000,54.09505100
2021-08-01 07:45:00,41774.98000000,41791.82000000,41733.84000000,41760.37000000,50.96869900
2021-08-01 07:50:00,41760.37000000,41760.37000000,41644.23000000,41662.49000000,89.03314700
2021-08-01 07:55:00,41662.49000000,41726.84000000,41640.00000000,41701.26000000,78.55126200
2021-08-01 08:00:00,41701.25000000,41747.01000000,41642.87000000,41738.58000000,97.71375200
2021-08-01 08:05:00,41738.57000000,41797.39000000,41735.45000000,41784.99000000,93.26667400
2021-08-01 08:10:00,41784.99000000,41796.10000000,41721.56000000,41729.14000000,104.87910100
2021-08-01 08:15:00,41729.14000000,41796.10000000,41729.14000000,41751.34000000,109.79458700
2021-08-01 08:20:00,41750.02000000,41780.00000000,41738.46000000,41766.79000000,73.67109600
2021-08-01 08:25:00,41766.79000000,41779.99000000,41740.01000000,41741.15000000,58.07941500
2021-08-01 08:30:00,41741.17000000,41780.00000000,41692.68000000,41777.02000000,121.15868400
2021-08-01 08:35:00,41777.02000000,41777.02000000,41746.15000000,41752.80000000,56.62973900
2021-08-01 08:40:00,41752.80000000,41820.00000000,41719.82000000,41724.43000000,152.95682800
2021-08-01 08:45:00,41724.42000000,41724.43000000,41624.76000000,41683.79000000,148.52004600
2021-08-01 08:50:00,41683.80000000,41750.00000000,41679.31000000,41750.00000000,76.24651900
2021-08-01 08:55:00,41750.00000000,41759.89000000,41719.61000000,41750.11000000,105.85415600
2021-08-01 09:00:00,41750.11000000,41815.15000000,41723.00000000,41815.15000000,87.69409400
2021-08-01 09:05:00,41815.16000000,41887.99000000,41800.01000000,41876.51000000,201.67552000
2021-08-01 09:10:00,41875.95000000,41920.00000000,41805.41000000,41811.18000000,197.73364400
2021-08-01 09:15:00,41811.18000000,41939.25000000,41810.05000000,41918.51000000,124.78189900
2021-08-01 09:20:00,41918.50000000,41932.40000000,41863.42000000,41877.32000000,120.23242700
2021-08-01 09:25:00,41877.31000000,41920.42000000,41876.07000000,41919.00000000,93.88893200
2021-08-01 09:30:00,41919.00000000,41948.00000000,41856.00000000,41859.30000000,123.23127500
2021-08-01 09:35:00,41859.30000000,41873.00000000,41826.26000000,41832.31000000,99.74580500
2021-08-01 09:40:00,41832.31000000,41886.27000000,41832.31000000,41876.56000000,56.28646400
2021-08-01 09:45:00,41876.56000000,41887.62000000,41850.00000000,41860.94000000,53.81213300
2021-08-01 09:50:00,41860.94000000,41887.99000000,41856.09000000,41879.22000000,32.35287100
2021-08-01 09:55:00,41879.22000000,41920.00000000,41875.02000000,41908.71000000,63.68102400
2021-08-01 10:00:00,41908.71000000,41912.65000000,41790.00000000,41799.97000000,281.49163100
2021-08-01 10:05:00,41799.96000000,41800.00000000,41740.01000000,41756.98000000,143.90322400
2021-08-01 10:10:00,41756.99000000,41798.89000000,41700.00000000,41776.33000000,130.69893700
2021-08-01 10:15:00,41776.34000000,41800.00000000,41713.80000000,41726.97000000,125.42417600
2021-08-01 10:20:00,41726.98000000,41764.14000000,41669.08000000,41674.77000000,149.24930300
2021-08-01 10:25:00,41674.76000000,41723.70000000,41660.60000000,41699.99000000,128.07358400
2021-08-01 10:30:00,41699.99000000,41751.80000000,41656.48000000,41668.60000000,98.94422700
2021-08-01 10:35:00,41668.60000000,41703.73000000,41653.00000000,41670.00000000,99.22436900
2021-08-01 10:40:00,41670.00000000,41736.00000000,41660.03000000,41671.62000000,82.57210000
2021-08-01 10:45:00,41671.62000000,41707.16000000,41665.37000000,41693.86000000,78.42044500
2021-08-01 10:50:00,41693.86000000,41696.51000000,41526.54000000,41549.98000000,178.89477900
2021-08-01 10:55:00,41549.98000000,41549.99000000,41339.75000000,41494.11000000,547.06862100
