date,open,high,low,close,volume,macd_4h,psar_4h,williams_4h,bb_bbm_4h,bb_bbh_4h,bb_bbl_4h,atr_4h,adx_4h
2019-01-01 00:00:00,3701.23,3713.0,3675.04,3693.13,2991.923534,0.0,3693.13,,,,,0.0,0.0
2019-01-01 04:00:00,3692.32,3726.64,3685.94,3713.83,3373.760399,1.6512820512821236,3713.83,,,,,0.0,0.0
2019-01-01 08:00:00,3714.19,3732.0,3696.14,3707.54,2977.758983,2.424437139309248,3713.0,,,,,0.0,0.0
2019-01-01 12:00:00,3707.56,3756.94,3666.01,3682.61,3720.118569,1.0138385656628088,3696.14,,,,,0.0,0.0
2019-01-01 16:00:00,3683.0,3701.68,3642.0,3696.73,3248.115975,1.0234967935393797,3756.94,,,,,53.02599999999993,0.0
2019-01-01 20:00:00,3696.71,3810.16,3675.67,3797.14,7430.009573,9.029314529983822,3642.0,,,,,69.3187999999999,0.0
2019-01-02 00:00:00,3796.45,3810.0,3763.75,3779.98,4496.507096,13.829891793237039,3642.0,,,,,64.70503999999991,0.0
2019-01-02 04:00:00,3780.0,3788.31,3750.45,3771.08,3419.89052,16.72345071124846,3645.3632,,,,,59.33603199999995,0.0
2019-01-02 08:00:00,3772.64,3803.68,3770.0,3787.97,6213.28532,20.147253844035276,3648.6591359999998,,,,,54.204825599999936,0.0
2019-01-02 12:00:00,3788.81,3839.63,3778.23,3801.28,7454.870009,23.66188873332385,3651.88915328,,,,,55.643860479999965,0.0
2019-01-02 16:00:00,3802.61,3865.72,3795.0,3824.98,6987.582172,28.036467193782755,3659.3987871488,,,,,58.659088383999936,0.0
2019-01-02 20:00:00,3824.98,3882.14,3812.34,3858.56,6584.328252,33.82308601956902,3671.778059919872,,,,,60.8872707071999,0.0
2019-01-03 00:00:00,3857.57,3862.74,3821.14,3841.83,4473.691243,36.63672656946346,3688.607015126282,,,,,57.0298165657599,0.0
2019-01-03 04:00:00,3841.83,3850.0,3805.0,3828.88,3225.227033,37.39058481716438,3704.0896539161795,,,,,54.62385325260792,0.0
2019-01-03 08:00:00,3828.88,3832.83,3783.0,3804.0,6171.746824,35.570381623002504,3718.333681602885,,,,,53.665082602086315,0.0
2019-01-03 12:00:00,3803.31,3823.0,3785.32,3806.7,4869.265463,33.954320640420065,3731.4381870746543,,,,,50.46806608166902,0.0
2019-01-03 16:00:00,3807.37,3807.75,3730.0,3756.0,7090.394381,28.256787726539642,3882.14,,,,,55.92445286533522,0.0
2019-01-03 20:00:00,3756.0,3782.69,3752.37,3766.78,3576.623415,24.330837007955324,3879.0971999999997,,,,,50.80356229226821,0.0
2019-01-04 00:00:00,3767.2,3787.65,3730.0,3780.04,3608.727854,22.03545297478513,3876.1152559999996,,,,,52.17284983381459,0.0
2019-01-04 04:00:00,3780.04,3800.0,3761.94,3783.28,4829.924375,20.24442043626459,3873.1929508799994,,3774.1169999999997,3874.365720710042,3673.8682792899576,49.35027986705166,0.0
2019-01-04 08:00:00,3783.28,3800.0,3752.0,3757.55,4621.519413,16.557948556383508,3870.3290918623993,,3777.3379999999997,3870.887029412389,3683.7889705876105,49.08022389364133,0.0
2019-01-04 12:00:00,3754.05,3765.0,3703.57,3725.28,7100.932714,10.906747527344123,3867.5225100251514,,3777.9104999999995,3870.0270768958007,3685.7939231041983,51.550179114913036,0.0
2019-01-04 16:00:00,3725.3,3754.0,3717.3,3739.53,3825.822418,7.491627091174905,3860.9644096241454,,3779.5099999999998,3867.711140808949,3691.3088591910505,48.58014329193039,0.0
2019-01-04 20:00:00,3739.74,3823.64,3733.46,3792.01,5532.627897,8.917027010516449,3854.6686332391796,,3784.9800000000005,3861.2235940915707,3708.7364059084302,56.900114633544284,0.0
2019-01-05 00:00:00,3790.09,3838.7,3783.25,3815.0,7129.55749,11.766134901618443,3848.6246879096125,,3790.8935000000006,3856.436121941758,3725.3508780582433,56.6100917068354,0.0
2019-01-05 04:00:00,3815.35,3840.99,3780.13,3785.15,5673.321283,11.483058350184365,3842.822500393228,,3790.2940000000003,3855.816450320483,3724.7715496795176,57.46007336546825,0.0
2019-01-05 08:00:00,3784.37,3812.63,3770.0,3801.26,3088.816924,12.415541868574564,3838.7,,3791.3579999999993,3856.8670682577613,3725.8489317422373,54.49405869237462,0.0
2019-01-05 12:00:00,3801.03,3814.0,3778.01,3785.58,5490.821312,11.753806256275311,3840.99,-40.20987757141667,3792.083,3856.9965819686463,3727.169418031354,50.793246953899654,14.383412825039915
2019-01-05 16:00:00,3785.58,3820.0,3775.0,3810.98,4696.218395,13.127616745143314,3835.4932,-29.632714250020776,3793.2335000000007,3858.6285647296895,3727.838435270312,49.634597563119726,14.288466152925782
2019-01-05 20:00:00,3810.89,3812.5,3751.0,3770.96,4411.932347,10.861882891747427,3830.216272,-46.29799283751141,3791.7175,3857.699270171769,3725.7357298282313,52.007678050495784,13.48919862073477
2019-01-06 00:00:00,3771.12,3792.12,3740.0,3771.15,4235.530575,8.978109839750687,3825.15042112,-46.218872324477324,3789.0260000000003,3853.740317859344,3724.3116821406566,52.0301424403966,12.611099186421061
2019-01-06 04:00:00,3771.7,3783.55,3760.0,3767.94,2222.23343,7.143836253830159,3820.2872042752,-47.5555925710002,3784.495,3841.308304251734,3727.6816957482656,46.33411395231732,11.795721140272619
2019-01-06 08:00:00,3768.11,3820.82,3761.81,3814.24,4988.502454,9.318763373079491,3703.57,-32.88613357872822,3783.1155,3835.456994237365,3730.7740057626347,48.869291161853894,11.884468663572832
2019-01-06 12:00:00,3814.23,3824.99,3785.0,3806.82,4649.791686,10.324660536330612,3705.915,-42.1795374362994,3782.0125000000007,3831.289962952147,3732.7350370478543,47.09343292948307,12.070397793507528
2019-01-06 16:00:00,3806.91,4027.71,3800.31,4002.46,14209.305339,26.60170634188262,3710.678,-7.789843894613441,3791.9355000000005,3899.9037113355607,3683.9672886644403,83.15474634358648,15.089137187379574
2019-01-06 20:00:00,4001.41,4015.0,3953.53,3987.6,6248.443225,37.86581110301995,3729.69992,-12.374282717344402,3800.9805,3938.6148263106998,3663.3461736893005,78.81779707486915,17.892252338832186
2019-01-07 00:00:00,3987.62,4017.9,3970.03,3992.26,5364.752293,46.63118308279445,3747.5805248,-10.936632319368123,3812.7934999999998,3971.846762308574,3653.7402376914256,72.62823765989529,20.52016860302033
2019-01-07 04:00:00,3991.69,4001.77,3980.08,4001.0,3600.310348,53.66443824549151,3764.3882933120003,-8.24026655149011,3824.5045,4001.733840288227,3647.275159711773,62.440590127916245,22.960376562623605
2019-01-07 08:00:00,4001.02,4015.0,3921.53,3976.76,9056.590079,56.629587580989664,3780.18759571328,-15.718516690318948,3834.3405,4022.128094316025,3646.5529056839746,68.64647210233295,23.54383574665908
2019-01-07 12:00:00,3976.78,4000.0,3955.02,3969.91,4169.325604,57.76092010787852,3795.038939970483,-17.831801073610233,3843.672,4038.7880063756947,3648.5559936243053,63.913177681866365,24.085619274692025
2019-01-07 16:00:00,3969.91,3994.98,3941.0,3988.52,5702.311155,59.47360604651885,3808.9992035722544,-12.090454741778265,3855.2205000000004,4055.843463239506,3654.5975367604947,61.92654214549309,24.208689863491763
2019-01-07 20:00:00,3987.71,3988.74,3951.55,3975.45,3976.556785,59.09507102925454,3822.1218513579192,-16.12266304683169,3867.7290000000003,4065.5618661168314,3669.896133883169,56.97923371639439,24.322969695948654
2019-01-08 00:00:00,3976.76,3989.0,3922.0,3945.61,5226.0429,55.74465104673391,3834.457140276444,-25.328561732584667,3878.0330000000004,4069.4468097525883,3686.6191902474125,58.983386973115515,23.618268631086835
2019-01-08 04:00:00,3944.94,3968.42,3936.26,3953.6,4545.526964,53.121790364739354,3846.0523118598576,-22.86357746652686,3886.1125,4075.955109218795,3696.2698907812055,53.618709578492386,22.963903356572292
2019-01-08 08:00:00,3953.14,4018.0,3948.75,4001.59,6480.858247,54.28972811685526,3856.951773148266,-8.058246436724842,3895.442,4088.697455457278,3702.186544542722,56.74496766279391,23.268846557241357
2019-01-08 12:00:00,4002.32,4069.8,3981.0,4000.48,11011.46396,54.49754569339166,3867.19726675937,-18.927996068044717,3906.2084999999997,4097.670590793451,3714.7464092065484,63.155974130235165,24.299772733072377
2019-01-08 16:00:00,4002.04,4007.84,3938.82,3976.12,7059.346095,52.09606321696447,3883.4054854186206,-25.57955383229126,3914.9515,4102.372571523454,3727.5304284765457,64.32877930418813,24.155186469430046
2019-01-08 20:00:00,3976.11,3985.8,3903.0,3955.13,4578.184956,47.94645656771809,3898.317046585131,-31.310924828659605,3923.429,4101.795620745025,3745.0623792549745,68.02302344335054,23.20926445715721
2019-01-09 00:00:00,3955.45,3999.89,3930.04,3981.03,6532.626852,46.215038747736344,3903.0,-24.238866286213575,3931.9314999999997,4104.152581436041,3759.710418563958,68.38841875468042,22.57192947686929
2019-01-09 04:00:00,3981.98,4002.0,3978.0,3987.88,3330.883927,44.87828645290483,3903.0,-23.239716312056757,3942.7775,4099.727301513094,3785.827698486906,59.51073500374433,22.017288855205212
2019-01-09 08:00:00,3987.76,4006.81,3971.11,3986.44,4600.097607,43.20466814267638,3916.344,-24.784444312303055,3953.542,4090.1429713874672,3816.9410286125326,54.748588002995426,21.330844500997234
2019-01-09 12:00:00,3985.52,3996.3,3941.0,3958.28,6595.814869,39.15468606893364,3928.62048,-33.8144329896907,3963.059,4069.8878419669504,3856.23015803305,54.858870402396384,19.97429188798061
2019-01-09 16:00:00,3957.59,3983.66,3952.44,3978.34,3951.915926,37.13564386222424,3939.9148416000003,-27.731958762886595,3971.264,4053.4856286386957,3889.0423713613045,50.13109632191707,18.71463589017946
2019-01-09 20:00:00,3978.98,3990.0,3955.0,3966.65,3978.10033,34.19803935426444,3941.0,-31.27653123104913,3979.2555,4012.4342868825784,3946.076713117422,47.104877057533656,17.694266294354577
2019-01-10 00:00:00,3966.06,3993.46,3963.7,3978.94,3908.285965,32.48717497504549,3951.304,-27.550030321406936,3978.0795,4009.506083317305,3946.6529166826945,43.635901646026966,16.83158834955409
2019-01-10 04:00:00,3978.96,3996.01,3731.01,3777.02,17765.735865,14.668951601297522,4069.8,-86.41931580034837,3967.5505,4060.34622888339,3874.75477111661,87.90872131682157,18.801136459336096
2019-01-10 08:00:00,3777.54,3783.32,3715.65,3739.99,10117.846856,-2.412322570172364,4063.0242000000003,-93.12720598616416,3954.9370000000004,4089.878802729917,3819.9951972700837,83.86097705345728,20.759347943085288
2019-01-10 12:00:00,3738.01,3750.0,3707.07,3726.39,7258.93369,-16.852496663828788,4049.1292320000002,-94.67372425771242,3941.2065000000002,4106.970096277952,3775.4429037220484,75.6747816427658,22.651515496927175
2019-01-10 16:00:00,3726.79,3726.79,3540.0,3596.12,15136.609482,-38.36588096325977,4028.6056780800004,-89.40732351830881,3922.1745,4144.868976759079,3699.480023240921,97.89782531421262,25.490801311371523
2019-01-10 20:00:00,3596.73,3609.21,3574.64,3585.88,5214.816652,-55.600744662663146,3989.5172238336004,-91.34012835032085,3902.9730000000004,4168.078831931325,3637.8671680686753,85.23226025137014,28.127280996212708
2019-01-11 00:00:00,3585.88,3617.04,3557.52,3583.09,6000.034945,-68.69278038541279,3953.5558459269123,-91.86674216685539,3882.7015,4178.739903203031,3586.6630967969695,80.0898082010961,30.664090783241956
2019-01-11 04:00:00,3583.05,3597.0,3546.36,3595.47,5760.318832,-77.17967127491283,3920.471378252759,-89.53001132502835,3863.7025000000003,4181.467850903777,3545.937149096224,74.19984656087686,33.07851613899717
2019-01-11 08:00:00,3595.47,3635.0,3562.0,3594.0,6741.017499,-83.06666930771325,3890.0336679925385,-89.80747451868629,3846.1220000000003,4182.1943765857595,3510.0496234142415,73.95987724870149,34.41966487820436
2019-01-11 12:00:00,3593.57,3616.13,3569.16,3585.51,5803.916844,-87.40962595098699,3862.0309745531354,-91.40996602491504,3827.7174999999997,4178.235914116862,3477.1990858831377,68.56190179896124,35.66501727889674
2019-01-11 16:00:00,3586.49,3620.24,3582.5,3606.15,4500.472388,-88.16961048972371,3836.2684965888843,-87.5141562853907,3807.9455000000003,4161.600038863847,3454.290961136154,62.397521439168955,36.71807823528831
2019-01-11 20:00:00,3606.36,3658.0,3465.0,3601.31,9532.894225,-88.14635495181392,3812.5670168617735,-77.46197089947091,3787.987,4140.979783501306,3434.9942164986937,88.51801715133516,38.49929646704102
2019-01-12 00:00:00,3601.31,3618.19,3533.0,3601.15,5242.896091,-87.13638146824542,3777.8103151755963,-77.48842592592591,3769.2384999999995,4120.095576273231,3418.3814237267684,87.85241372106813,40.15328482509711
2019-01-12 04:00:00,3600.64,3601.14,3567.31,3582.38,2608.472017,-86.84940644301923,3746.5292836580365,-80.5919312169312,3750.601,4099.575715697284,3401.6262843027166,77.04993097685454,41.68913115757777
2019-01-12 08:00:00,3582.09,3585.71,3559.5,3571.16,2577.735586,-86.52987436977355,3718.376355292233,-82.44708994708996,3730.1075000000005,4070.583237336745,3389.6317626632563,66.88194478148364,43.165889231818916
2019-01-12 12:00:00,3571.89,3605.0,3530.0,3591.11,4979.266815,-83.70198030247593,3693.0387197630093,-79.14847883597882,3710.2690000000002,4034.189039571497,3386.3489604285037,68.50555582518692,44.72512075286398
2019-01-12 16:00:00,3591.11,3600.0,3572.19,3593.74,3162.369437,-80.32272449131642,3670.2348477867085,-78.71362433862438,3690.6339999999996,3992.0370133492356,3389.2309866507635,60.366444660149526,46.172978593834394
2019-01-12 20:00:00,3592.79,3612.39,3563.01,3583.13,3429.188408,-77.60618247982302,3649.7113630080376,-80.46792328042326,3671.8765,3950.1226984843634,3393.6303015156363,58.16915572811955,47.12927141780004
2019-01-13 00:00:00,3584.1,3595.0,3564.41,3593.24,2812.553608,-73.78694093258719,3631.240226707234,-78.79629629629635,3652.6215,3894.2631589311536,3410.979841068847,52.65332458249567,48.01725761148242
2019-01-13 04:00:00,3593.27,3598.88,3575.84,3583.68,1758.081916,-70.71640193195981,3614.6162040365107,-78.13720433276843,3633.4729999999995,3828.7979534596125,3438.1480465403865,46.73065966599653,48.70710075498044
2019-01-13 08:00:00,3583.68,3590.02,3571.7,3589.38,1759.021574,-67.05012320574815,3599.6545836328596,-77.04361307469406,3613.9950000000003,3728.6842166683514,3499.3057833316493,41.048527732797254,49.38818114976217
2019-01-13 12:00:00,3589.28,3611.1,3560.26,3575.53,3572.384228,-64.51842194497567,3465.0,-79.5998597294254,3603.9205,3691.8301999141736,3516.0108000858268,43.00682218623774,49.2469206666268
2019-01-13 16:00:00,3576.32,3576.33,3441.3,3465.82,12738.292857,-70.55143751622245,3611.1,-95.66409082067514,3590.2119999999995,3674.4010212794988,3506.0229787205003,61.411457748990145,50.21931467116614
2019-01-13 20:00:00,3465.03,3497.98,3454.0,3476.81,3745.423271,-73.59745897499124,3611.1,-93.72071227741334,3577.733,3650.7261690228615,3504.739830977139,57.92516619919212,51.12225196109552
2019-01-14 00:00:00,3477.56,3499.9,3467.02,3489.45,3411.762787,-74.13690645436873,3607.7039999999997,-91.3243243243244,3572.3995000000004,3654.285879203138,3490.513120796863,52.91613295935372,51.89707244090842
2019-01-14 04:00:00,3489.43,3527.83,3487.52,3511.83,3891.676606,-71.92938631479956,3604.37592,-87.28524814768082,3568.697,3654.417086117549,3482.9769138824513,50.39490636748296,51.70354159963072
2019-01-14 08:00:00,3511.73,3540.0,3485.02,3488.28,4601.260336,-71.25877211639363,3601.1144016,-91.53070974022462,3563.9565000000002,3656.2061118745223,3471.706888125478,51.311925093986375,51.14330745419236
2019-01-14 12:00:00,3488.8,3647.0,3487.0,3630.98,10357.493609,-58.537820569307314,3441.3,-65.80555605631776,3565.732,3661.633986757314,3469.830013242686,73.0495400751891,48.02664364476369
2019-01-14 16:00:00,3630.98,3671.87,3611.0,3638.08,8262.047132,-47.33778365270882,3445.414,-64.52560797533852,3567.936,3668.2594332347135,3467.612566765287,70.61363206015126,44.675794829016446
2019-01-14 20:00:00,3638.74,3665.0,3590.0,3626.09,4710.970745,-38.97983126901818,3454.47224,-45.97099584819602,3569.965,3673.226475585041,3466.7035244149592,71.49090564812101,41.92675376796874
2019-01-15 00:00:00,3626.08,3648.42,3623.0,3629.38,3259.296692,-31.724913233146253,3463.1681504,-39.07353417557498,3571.1265,3676.491074744076,3465.761925255924,62.27672451849683,39.37407278271015
2019-01-15 04:00:00,3629.38,3631.86,3610.12,3629.09,4103.127744,-25.702457071330628,3471.516224384,-34.22186416336821,3572.5155,3680.1431965237107,3464.8878034762893,54.169379614797506,37.239707989123815
