Date,Open,High,Low,Close,Volume
2018-01-01 00:00:00,13715.65000000,13818.55000000,13001.13000000,13220.56000000,4298.17557400
2018-01-01 12:00:00,13220.56000000,13599.70000000,12750.00000000,13380.00000000,4311.74027000
2018-01-02 00:00:00,13382.16000000,13850.00000000,12890.02000000,13490.00000000,7942.03165300
2018-01-02 12:00:00,13490.00000000,15473.49000000,13450.46000000,14675.11000000,12136.06045800
2018-01-03 00:00:00,14690.00000000,15307.56000000,14150.00000000,14730.05000000,10718.33859900
2018-01-03 12:00:00,14764.73000000,15130.00000000,14400.04000000,14919.51000000,5187.32904000
2018-01-04 00:00:00,14919.51000000,15280.00000000,13918.04000000,14539.97000000,10241.98813900
2018-01-04 12:00:00,14539.99000000,15100.08000000,14181.88000000,15059.54000000,11087.66143500
2018-01-05 00:00:00,15059.56000000,16350.00000000,14600.00000000,16090.69000000,11294.79823100
2018-01-05 12:00:00,16090.70000000,17176.24000000,15750.00000000,16960.39000000,11956.69289400
2018-01-06 00:00:00,16960.39000000,17099.99000000,16288.00000000,16529.89000000,8981.69893500
2018-01-06 12:00:00,16505.16000000,17143.13000000,16011.21000000,17069.79000000,9589.75857300
2018-01-07 00:00:00,17069.79000000,17099.96000000,16400.00000000,16607.00000000,7403.57437100
2018-01-07 12:00:00,16611.00000000,16649.05000000,15610.00000000,16150.03000000,5089.55118700
2018-01-08 00:00:00,16218.85000000,16322.30000000,14551.00000000,15400.00000000,11135.48795700
2018-01-08 12:00:00,15414.00000000,15499.00000000,12812.00000000,14902.54000000,15465.12195500
2018-01-09 00:00:00,14902.54000000,15500.00000000,14170.33000000,14726.00000000,6915.74633900
2018-01-09 12:00:00,14726.00000000,14998.62000000,14011.05000000,14400.00000000,7399.25791400
2018-01-10 00:00:00,14401.00000000,14480.00000000,13131.31000000,13919.08000000,10480.79485100
2018-01-10 12:00:00,13919.09000000,14955.66000000,13500.00000000,14907.09000000,6930.20680400
2018-01-11 00:00:00,14940.00000000,14968.68000000,11400.00000000,13385.10000000,21529.06521000
2018-01-11 12:00:00,13385.10000000,14400.00000000,12511.00000000,13238.78000000,12025.65854100
2018-01-12 00:00:00,13238.76000000,14109.78000000,12500.00000000,13900.02000000,9484.14553000
2018-01-12 12:00:00,13900.02000000,14059.48000000,13222.00000000,13740.01000000,6933.01660700
2018-01-13 00:00:00,13749.95000000,14320.00000000,13706.15000000,14178.00000000,6634.90025400
2018-01-13 12:00:00,14166.00000000,14580.00000000,13923.18000000,14210.00000000,5586.60827400
2018-01-14 00:00:00,14210.00000000,14339.50000000,13120.00000000,13280.15000000,6730.42427300
2018-01-14 12:00:00,13280.16000000,13600.80000000,12569.20000000,13474.99000000,10287.47005600
2018-01-15 00:00:00,13477.98000000,13740.27000000,13147.79000000,13644.90000000,7164.92093100
2018-01-15 12:00:00,13645.00000000,14249.99000000,13340.64000000,13539.93000000,7487.17377400
2018-01-16 00:00:00,13500.00000000,13542.93000000,10620.88000000,12127.16000000,27884.80373400
2018-01-16 12:00:00,12140.00000000,12200.00000000,9035.00000000,10900.00000000,35516.36544100
2018-01-17 00:00:00,10899.99000000,11488.88000000,9587.99000000,9808.14000000,30824.33376400
2018-01-17 12:00:00,9850.76000000,11680.99000000,9037.94000000,10988.79000000,41507.46288200
2018-01-18 00:00:00,10972.59000000,11600.00000000,10435.33000000,11413.78000000,24374.24457700
2018-01-18 12:00:00,11413.78000000,11878.82000000,10635.30000000,10961.97000000,24090.19036000
2018-01-19 00:00:00,10960.00000000,11596.00000000,10360.00000000,11530.22000000,19618.52998400
2018-01-19 12:00:00,11535.18000000,11795.00000000,11003.00000000,11474.98000000,14510.84543700
2018-01-20 00:00:00,11474.98000000,12869.00000000,11412.45000000,12320.01000000,17827.41065800
2018-01-20 12:00:00,12320.05000000,13099.00000000,12240.24000000,12799.94000000,10941.44716900
2018-01-21 00:00:00,12799.80000000,12799.80000000,11300.00000000,12194.18000000,21797.52539600
2018-01-21 12:00:00,12194.18000000,12291.35000000,10965.00000000,11530.00000000,19582.24803000
2018-01-22 00:00:00,11530.00000000,11926.35000000,11149.00000000,11240.00000000,13986.75256100
