Date,Open,High,Low,Close,Volume,ATR,MACD
2018-01-01 00:00:00,13715.65,13715.65,13155.38,13203.06,827.053205,0.0,0.0
2018-01-01 02:00:00,13203.0,13611.27,13200.0,13410.03,849.151602,0.0,16.510427350427562
2018-01-01 04:00:00,13434.98,13699.0,13322.15,13558.99,745.036375,0.0,41.14064333893475
2018-01-01 06:00:00,13539.0,13818.55,13510.0,13570.35,557.178461,0.0,60.87519269358745
2018-01-01 08:00:00,13569.98,13735.24,13400.0,13616.99,484.909382,0.0,79.36356962166428
2018-01-01 10:00:00,13632.0,13657.92,13001.13,13220.56,834.846549,0.0,61.3202914927042
2018-01-01 12:00:00,13220.56,13300.0,12815.7,13017.0,712.393834,0.0,30.246608725083206
2018-01-01 14:00:00,12999.71,13330.0,12750.0,13247.0,1119.539319,0.0,23.904018423099842
2018-01-01 16:00:00,13247.0,13247.08,12966.42,13022.0,595.965594,0.0,0.7136241019088629
2018-01-01 18:00:00,13007.87,13290.65,12940.0,13240.37,496.37164,0.0,-0.043791666568722576
2018-01-01 20:00:00,13222.03,13580.67,13222.03,13481.01,738.950003,0.0,18.559643747492373
2018-01-01 22:00:00,13494.99,13599.7,13355.01,13380.0,648.51988,0.0,24.865701194436042
2018-01-02 00:00:00,13382.16,13850.0,13382.16,13600.0,984.058039,0.0,47.07283222899969
2018-01-02 02:00:00,13611.93,13678.33,13231.96,13353.78,1381.474887,418.8771428571429,44.293657601047016
2018-01-02 04:00:00,13353.78,13480.84,12890.02,13166.95,1592.421638,431.1587755102041,26.707652891385806
2018-01-02 06:00:00,13166.95,13359.98,13041.5,13343.0,1387.894415,423.11029154518957,26.66895800043858
2018-01-02 08:00:00,13343.01,13523.46,13302.59,13452.0,1257.186433,408.6645564348188,35.02987843630035
2018-01-02 10:00:00,13460.0,13617.28,13401.05,13490.0,1338.996241,394.91923097518895,44.21259526284484
2018-01-02 12:00:00,13490.0,13875.0,13450.46,13864.98,1708.042273,397.035000191247,80.81611875642739
2018-01-02 14:00:00,13864.95,13894.86,13510.0,13690.03,1657.837235,396.16535732044366,94.61698623708435
2018-01-02 16:00:00,13690.02,13842.88,13503.0,13780.0,1838.357861,392.14497465469765,111.52846946281716
2018-01-02 18:00:00,13789.98,15473.49,13755.43,14732.75,3251.915622,486.8531907507906,199.51007632670735
2018-01-02 20:00:00,14710.02,15160.31,14544.0,14692.4,2057.372313,496.10010569716263,262.9491121736082
2018-01-02 22:00:00,14700.0,15025.0,14600.0,14675.11,1622.535154,491.02152671879384,308.27623014854726
2018-01-03 00:00:00,14690.0,14926.22,14660.0,14820.0,1449.78613,474.9642748103085,351.8339866229453
2018-01-03 02:00:00,14847.97,15299.99,14744.99,14818.49,1854.04746,480.6811123238579,381.830474041657
2018-01-03 04:00:00,14805.81,15117.56,14795.05,14988.0,1641.404519,469.3831757292966,414.50281633219674
2018-01-03 06:00:00,14980.89,15307.56,14858.01,15170.0,1570.297548,467.9665203200611,449.89564500618326
2018-01-03 08:00:00,15170.0,15172.99,14440.0,14519.99,2137.839534,486.8967688686281,420.6454037108033
2018-01-03 10:00:00,14501.05,14855.0,14150.0,14730.05,2064.963408,502.47557109229757,409.69179125760456
2018-01-03 12:00:00,14764.73,14890.0,14400.04,14855.02,995.127887,501.58160172856196,406.41016564603706
2018-01-03 14:00:00,14859.98,15045.51,14758.0,15033.77,1087.606238,486.29077303366466,413.4668958290422
2018-01-03 16:00:00,15045.0,15130.0,14779.83,14800.0,866.947052,476.5678606741172,395.6354804928924
2018-01-03 18:00:00,14800.0,14899.86,14671.0,14700.01,792.750301,458.8744420545374,369.1799216911422
2018-01-03 20:00:00,14700.01,14990.0,14683.0,14926.96,535.314197,448.0262676220704,362.3497269411564
2018-01-03 22:00:00,14926.96,14949.0,14710.0,14919.51,909.583365,433.0958199347797,352.27479114625385
2018-01-04 00:00:00,14919.51,15179.0,14649.99,15172.12,2002.474003,439.94683279658113,360.518020467669
