date,open,high,low,close,volume,psar_8h,macd_8h,williams_8h
2019-01-01 00:00:00,3701.23000000,3726.64000000,3675.04000000,3713.83000000,6365.68393300,3713.83,0.0,
2019-01-01 08:00:00,3714.19000000,3756.94000000,3666.01000000,3682.61000000,6697.87755200,3682.61,-2.4904843304839233,
2019-01-01 16:00:00,3683.00000000,3810.16000000,3642.00000000,3797.14000000,10678.12554800,3726.64,4.722959391564018,
2019-01-02 00:00:00,3796.45000000,3810.00000000,3750.45000000,3771.08000000,7916.39761600,3642.0,8.241834565344561,
2019-01-02 08:00:00,3772.64000000,3839.63000000,3770.00000000,3801.28000000,13668.15532900,3642.0,13.31398081756106,
2019-01-02 16:00:00,3802.61000000,3882.14000000,3795.00000000,3858.56000000,13571.91042400,3649.9052,21.705503028642397,
2019-01-03 00:00:00,3857.57000000,3862.74000000,3805.00000000,3828.88000000,7698.91827600,3663.839288,25.66506598001797,
2019-01-03 08:00:00,3828.88000000,3832.83000000,3783.00000000,3806.70000000,11041.01228700,3676.9373307200003,26.705463551836147,
2019-01-03 16:00:00,3807.37000000,3807.75000000,3730.00000000,3766.78000000,10667.01779600,3689.2494908768003,24.0317526630688,
2019-01-04 00:00:00,3767.20000000,3800.00000000,3730.00000000,3783.28000000,8438.65222900,3700.8229214241924,22.979338118729174,
2019-01-04 08:00:00,3783.28000000,3800.00000000,3703.57000000,3725.28000000,11722.45212700,3882.14,17.26614338320678,
2019-01-04 16:00:00,3725.30000000,3823.64000000,3717.30000000,3792.01000000,9358.45031500,3878.5686,17.916419378073897,
2019-01-05 00:00:00,3790.09000000,3840.99000000,3780.13000000,3785.15000000,12802.87877300,3875.068628,17.67448268598355,
2019-01-05 08:00:00,3784.37000000,3814.00000000,3770.00000000,3785.58000000,8579.63823600,3871.63865544,17.31781453479016,
2019-01-05 16:00:00,3785.58000000,3820.00000000,3751.00000000,3770.96000000,9108.15074200,3868.2772823312002,15.674751857532556,
2019-01-06 00:00:00,3771.12000000,3792.12000000,3740.00000000,3767.94000000,6457.76400500,3864.983136684576,13.967910707458941,
2019-01-06 08:00:00,3768.11000000,3824.99000000,3761.81000000,3806.82000000,9638.29414000,3861.7548739508843,15.573001992073841,
2019-01-06 16:00:00,3806.91000000,4027.71000000,3800.31000000,3987.60000000,20457.74856400,3703.57,31.074278616862102,
2019-01-07 00:00:00,3987.62000000,4017.90000000,3970.03000000,4001.00000000,8965.06264100,3710.0528000000004,43.933976501048164,
2019-01-07 08:00:00,4001.02000000,4015.00000000,3921.53000000,3969.91000000,13225.91568300,3716.4059440000005,51.02845231913125,
2019-01-07 16:00:00,3969.91000000,3994.98000000,3941.00000000,3975.45000000,9678.86794000,3722.6320251200004,56.44721881684154,
2019-01-08 00:00:00,3976.76000000,3989.00000000,3922.00000000,3953.60000000,9771.56986400,3728.7335846176006,58.30639805217743,
2019-01-08 08:00:00,3953.14000000,4069.80000000,3948.75000000,4000.48000000,17492.32220700,3734.7131129252484,62.83827468325626,
2019-01-08 16:00:00,4002.04000000,4007.84000000,3903.00000000,3955.13000000,11637.53105100,3748.1165884082384,62.0551207653466,
2019-01-09 00:00:00,3955.45000000,4002.00000000,3930.04000000,3987.88000000,9863.51077900,3760.983924871909,63.34689338504313,
2019-01-09 08:00:00,3987.76000000,4006.81000000,3941.00000000,3958.28000000,11195.91247600,3773.336567877033,61.27581047016156,
2019-01-09 16:00:00,3957.59000000,3990.00000000,3952.44000000,3966.65000000,7930.01625600,3785.1951051619517,59.622559634055506,
2019-01-10 00:00:00,3966.06000000,3996.01000000,3731.01000000,3777.02000000,21674.02183000,4069.8,42.520638783726554,-68.43852267414682
2019-01-10 08:00:00,3777.54000000,3783.32000000,3707.07000000,3726.39000000,17376.78054600,4063.0242000000003,24.598271863569153,-80.27349228611504
2019-01-10 16:00:00,3726.79000000,3726.79000000,3540.00000000,3585.88000000,20351.42613400,4048.7860320000004,-0.9325657161962226,-91.34012835032085
2019-01-11 00:00:00,3585.88000000,3617.04000000,3546.36000000,3595.47000000,11760.35377700,4018.2588700800006,-20.1597169172519,-89.53001132502835
2019-01-11 08:00:00,3595.47000000,3635.00000000,3562.00000000,3585.51000000,12544.93434300,3989.5633378752004,-35.788513819307354,-91.40996602491504
2019-01-11 16:00:00,3586.49000000,3658.00000000,3465.00000000,3601.31000000,14033.36661300,3962.5895376026883,-46.36505254519898,-77.46197089947091
2019-01-12 00:00:00,3601.31000000,3618.19000000,3533.00000000,3582.38000000,7851.36810800,3922.7823745944734,-55.63322331283234,-80.5919312169312
2019-01-12 08:00:00,3582.09000000,3605.00000000,3530.00000000,3591.11000000,7557.00240100,3886.1597846269156,-61.56420356311128,-79.14847883597882
2019-01-12 16:00:00,3591.11000000,3612.39000000,3563.01000000,3583.13000000,6591.55784500,3852.467001856762,-66.14597779266842,-80.46792328042326
2019-01-13 00:00:00,3584.10000000,3598.88000000,3564.41000000,3583.68000000,4570.63552400,3821.4696417082214,-68.93801198627898,-80.37698412698417
2019-01-13 08:00:00,3583.68000000,3611.10000000,3560.26000000,3575.53000000,5331.40580200,3792.952070371564,-70.99002724353795,-81.72453703703701
2019-01-13 16:00:00,3576.32000000,3576.33000000,3441.30000000,3476.81000000,16483.71612800,3766.7159047418386,-79.66382806055208,-94.35003977724745
2019-01-14 00:00:00,3477.56000000,3527.83000000,3467.02000000,3511.83000000,7303.43939300,3734.1743142676546,-82.75807282532878,-88.77804295942725
2019-01-14 08:00:00,3511.73000000,3647.00000000,3485.02000000,3630.98000000,14958.75394500,3704.886882840889,-74.73438342080544,-69.82020684168658
2019-01-14 16:00:00,3630.98000000,3671.87000000,3590.00000000,3626.09000000,12973.01787700,3678.5281945568004,-67.98642866317823,-70.59824980111377
2019-01-15 00:00:00,3626.08000000,3648.42000000,3610.12000000,3629.09000000,7362.42443600,3671.87,-61.68547916745183,-70.12092283214001
2019-01-15 08:00:00,3629.09000000,3640.77000000,3578.07000000,3596.98000000,13815.97418300,3671.87,-58.60735088256661,-75.22991249005571
2019-01-15 16:00:00,3597.31000000,3610.73000000,3516.62000000,3553.06000000,12959.59884000,3648.813,-59.0314116179693,-82.21797931583139
2019-01-16 00:00:00,3553.06000000,3583.71000000,3543.51000000,3555.07000000,7281.53943700,3640.77,-58.530588415017064,-81.89817024661893
2019-01-16 08:00:00,3556.04000000,3645.00000000,3553.96000000,3590.22000000,11346.03706200,3441.3,-54.6672017071196,-76.30548926014326
2019-01-16 16:00:00,3591.16000000,3610.00000000,3560.20000000,3591.84000000,8852.60347800,3445.3740000000003,-50.888112956406985,-76.04773269689737
2019-01-17 00:00:00,3591.84000000,3600.51000000,3551.16000000,3584.00000000,7155.45995200,3449.36652,-47.972780026857436,-77.29514717581546
2019-01-17 08:00:00,3583.73000000,3605.00000000,3530.39000000,3597.62000000,11081.64555400,3453.2791896,-44.055493201406534,-75.12808273667467
2019-01-17 16:00:00,3597.17000000,3634.70000000,3573.00000000,3616.21000000,11518.33533200,3457.113605808,-39.00137397119397,-69.12662830515059
2019-01-18 00:00:00,3613.32000000,3620.00000000,3585.70000000,3604.01000000,5329.96062700,3460.87133369184,-35.57035321850617,-71.22774133083409
2019-01-18 08:00:00,3604.01000000,3619.80000000,3576.68000000,3610.68000000,10382.32555800,3464.553907018003,-31.944791623454876,-70.04827500839956
2019-01-18 16:00:00,3611.09000000,3612.07000000,3565.75000000,3594.87000000,7001.16057000,3468.162828877643,-30.001405284044267,-72.31526383155168
2019-01-19 00:00:00,3594.87000000,3615.00000000,3594.23000000,3604.40000000,4193.03304300,3471.69957230009,-27.376684872437636,-70.5972490129978
2019-01-19 08:00:00,3604.42000000,3720.00000000,3604.01000000,3685.74000000,12361.79344800,3475.165580854088,-18.51963401009698,-28.530495292673056
2019-01-19 16:00:00,3685.64000000,3695.98000000,3662.20000000,3665.30000000,5616.75163200,3484.9589576199246,-12.999840496751858,-21.538407650005194
2019-01-20 00:00:00,3665.75000000,3686.00000000,3655.00000000,3678.87000000,4473.76675600,3494.3605993151277,-7.444562496305025,-14.757804090419855
2019-01-20 08:00:00,3678.20000000,3693.73000000,3475.00000000,3524.63000000,17741.29170100,3720.0,-15.311343977477918,-70.10046645138142
2019-01-20 16:00:00,3524.57000000,3554.29000000,3510.28000000,3539.28000000,5686.88014100,3715.1,-20.131627542756632,-64.84391819160383
2019-01-21 00:00:00,3539.26000000,3549.07000000,3501.00000000,3526.83000000,5795.72059400,3710.298,-24.671945121904173,-69.31108719052752
2019-01-21 08:00:00,3526.82000000,3559.51000000,3516.35000000,3528.17000000,7304.45026200,3705.59204,-27.8411176397899,-68.83028345891641
2019-01-21 16:00:00,3528.16000000,3540.81000000,3475.50000000,3526.90000000,6544.26598300,3700.9801992,-30.108120408619925,-69.28597057768212
2019-01-22 00:00:00,3526.88000000,3590.51000000,3500.04000000,3515.70000000,7225.99884400,3696.460595216,-32.434596989228794,-73.30462863293876
2019-01-22 08:00:00,3516.58000000,3585.00000000,3434.85000000,3577.32000000,14678.38474500,3692.03138331168,-28.972154458489513,-50.03682272488157
2019-01-22 16:00:00,3577.33000000,3608.50000000,3560.00000000,3570.93000000,7432.05937800,3681.744127979213,-26.438991171346515,-52.27774855339299
2019-01-23 00:00:00,3570.41000000,3599.76000000,3556.62000000,3561.73000000,5292.21798300,3671.8683628600443,-24.88692316949573,-55.50412063826054
2019-01-23 08:00:00,3561.75000000,3607.98000000,3543.99000000,3549.07000000,9777.55428500,3662.3876283456425,-24.397218345600777,-59.94388918113267
2019-01-23 16:00:00,3549.09000000,3574.21000000,3514.50000000,3552.82000000,9869.07043000,3653.2861232118166,-23.436370197585347,-58.62879186393119
