date,open,high,low,close,volume,psar_8h,macd_8h,williams_8h
2019-01-24 00:00:00,3552.97000000,3555.00000000,3529.22000000,3546.33000000,5760.70730400,3644.548678283344,-22.934208597885572,-60.904786954234616
2019-01-24 08:00:00,3546.47000000,3576.97000000,3532.60000000,3553.41000000,8031.25173600,3636.16073115201,-21.71463231780308,-58.421883219358264
2019-01-24 16:00:00,3553.44000000,3589.00000000,3543.26000000,3569.62000000,7034.29214000,3628.1083019059297,-19.218558225798006,-52.737155882868684
2019-01-25 00:00:00,3569.07000000,3587.15000000,3551.00000000,3568.48000000,4131.43713900,3620.3779698296926,-17.13486988333443,-53.13694546729789
2019-01-25 08:00:00,3568.48000000,3568.79000000,3522.51000000,3566.92000000,8601.19582900,3612.9568510365048,-15.431525798688199,-53.68402595125368
2019-01-25 16:00:00,3566.44000000,3574.00000000,3540.35000000,3565.29000000,4875.71370300,3605.8325769950447,-14.051167603610338,-54.25565491846396
2019-01-26 00:00:00,3566.69000000,3662.94000000,3561.17000000,3620.58000000,7405.43158900,3434.85,-8.39896482850827,-34.865860073645464
2019-01-26 08:00:00,3620.37000000,3624.06000000,3545.00000000,3557.72000000,7980.45087100,3439.4118,-8.889359066492943,-56.91039803612139
2019-01-26 16:00:00,3558.01000000,3576.76000000,3553.79000000,3565.25000000,4090.64988400,3443.882364,-8.571584078401884,-54.26968262318076
2019-01-27 00:00:00,3565.62000000,3579.00000000,3539.16000000,3562.01000000,4811.54605400,3448.26351672,-8.483394739260348,-55.40592670524276
2019-01-27 08:00:00,3562.77000000,3570.86000000,3486.00000000,3556.53000000,12698.54673200,3452.5570463856,-8.75477466170787,-57.32772225144652
2019-01-27 16:00:00,3557.31000000,3574.57000000,3543.07000000,3550.84000000,5225.50537600,3456.7647054578883,-9.321527881156271,-59.323163247413575
2019-01-28 00:00:00,3550.05000000,3557.75000000,3405.00000000,3454.40000000,16903.14013100,3662.94,-17.35255643905839,-84.31746031746029
2019-01-28 08:00:00,3453.72000000,3454.34000000,3380.27000000,3420.06000000,15035.56851900,3657.7812,-26.186296119020426,-88.28775792541137
2019-01-28 16:00:00,3420.50000000,3445.99000000,3408.82000000,3434.15000000,8466.40275100,3646.6807519999998,-31.68490930281905,-82.93370498242054
2019-01-29 00:00:00,3434.00000000,3443.45000000,3349.92000000,3366.41000000,11183.91293800,3636.0243219199997,-41.03561867129065,-95.20374625519915
2019-01-29 08:00:00,3366.63000000,3428.27000000,3364.50000000,3426.62000000,11044.84796600,3618.8580626047997,-43.09095371871126,-77.69116663273326
2019-01-29 16:00:00,3426.15000000,3442.00000000,3400.00000000,3411.04000000,7316.16807300,3602.721778848512,-45.45304295849928,-80.47409111238902
2019-01-30 00:00:00,3410.04000000,3447.00000000,3387.10000000,3428.83000000,7204.30230600,3587.5536721176013,-45.36655398159837,-74.79074819500356
2019-01-30 08:00:00,3429.24000000,3476.36000000,3422.50000000,3464.01000000,10915.16024900,3573.2956517905454,-41.975412430104825,-63.55184972206244
2019-01-30 16:00:00,3464.03000000,3478.00000000,3446.82000000,3458.18000000,5848.79768800,3559.8931126831126,-39.305254092837004,-65.41435052073358
2019-01-31 00:00:00,3457.50000000,3489.20000000,3455.30000000,3476.57000000,6040.88232100,3547.294725922126,-35.29831802696799,-59.53932656060312
2019-01-31 08:00:00,3477.08000000,3477.08000000,3418.80000000,3436.56000000,16903.04972500,3535.4522423667986,-34.94840153060932,-72.32125742764045
2019-01-31 16:00:00,3435.82000000,3449.58000000,3419.33000000,3434.10000000,6663.25820700,3524.3203078247907,-34.47221736359825,-73.10714970289443
2019-02-01 00:00:00,3434.10000000,3440.15000000,3401.20000000,3420.03000000,8468.74187100,3513.856289355303,-34.828685980741284,-77.6020701552616
2019-02-01 08:00:00,3419.44000000,3479.99000000,3417.81000000,3463.02000000,10188.46274400,3504.0201119939848,-31.281660698096402,-63.86812344259155
2019-02-01 16:00:00,3463.02000000,3488.00000000,3450.00000000,3462.07000000,6603.27154400,3494.774105274346,-28.221949599749678,-64.17161842693754
2019-02-02 00:00:00,3462.20000000,3471.00000000,3440.29000000,3453.55000000,5231.58329800,3488.0,-26.18278051016432,-66.89348923391472
2019-02-02 08:00:00,3453.09000000,3481.59000000,3443.40000000,3457.56000000,6374.56921700,3349.92,-23.966875605102814,-65.6124209315699
2019-02-02 16:00:00,3457.56000000,3526.40000000,3444.01000000,3504.77000000,6314.64948500,3352.5534000000002,-18.191601099939817,-50.53031755159417
2019-02-03 00:00:00,3504.06000000,3511.09000000,3457.38000000,3462.54000000,5669.41966700,3359.5072640000003,-16.828276617548,-64.02146827678746
2019-02-03 08:00:00,3462.99000000,3474.94000000,3447.44000000,3463.50000000,6678.68172000,3366.1829734400003,-15.491788471883865,-63.714778608395655
2019-02-03 16:00:00,3462.80000000,3468.99000000,3426.00000000,3458.11000000,7519.23500300,3372.5916545024,-14.69810928685456,-65.43671330905372
2019-02-04 00:00:00,3458.11000000,3471.84000000,3452.27000000,3463.02000000,5504.13414700,3378.743988322304,-13.517100132922224,-63.86812344259155
2019-02-04 08:00:00,3463.02000000,3484.88000000,3433.31000000,3459.65000000,9548.97864300,3384.650228789412,-12.706598942429082,-59.973006493032734
2019-02-04 16:00:00,3459.16000000,3475.79000000,3453.82000000,3463.22000000,8078.86831800,3390.320219637835,-11.642000016061047,-50.54129561725172
2019-02-05 00:00:00,3463.22000000,3471.89000000,3448.43000000,3464.42000000,9201.82394300,3395.7634108523216,-10.579513677555042,-50.01746114894358
2019-02-05 08:00:00,3464.42000000,3478.97000000,3449.05000000,3460.44000000,8632.66371300,3400.9888744182285,-9.944009980120882,-50.803472067660834
2019-02-05 16:00:00,3461.18000000,3472.00000000,3449.49000000,3471.59000000,7429.92737400,3406.0053194414995,-8.443327482357745,-45.84019586022701
2019-02-06 00:00:00,3471.57000000,3482.72000000,3380.00000000,3424.77000000,15324.68241400,3526.4,-10.906287605393572,-63.98498773035657
2019-02-06 08:00:00,3424.79000000,3424.79000000,3382.26000000,3422.02000000,9949.14828800,3523.472,-12.931042258992875,-59.14551223934729
2019-02-06 16:00:00,3421.07000000,3434.59000000,3385.26000000,3405.37000000,10036.41414400,3520.6025600000003,-15.698231320826835,-68.58000906618324
2019-02-07 00:00:00,3407.00000000,3420.00000000,3398.02000000,3412.15000000,5478.60752300,3517.7905088,-17.146505015189177,-64.73821396192203
2019-02-07 08:00:00,3412.17000000,3426.45000000,3399.00000000,3407.03000000,8256.17558600,3515.034698624,-18.49422366444469,-73.73069796170465
2019-02-07 16:00:00,3407.03000000,3412.24000000,3390.00000000,3398.40000000,4930.75552900,3512.33400465152,-20.027801253867892,-87.43169398907098
2019-02-08 00:00:00,3398.40000000,3411.00000000,3373.10000000,3394.78000000,5867.28588400,3509.6873245584898,-21.289860034711637,-85.85779517286349
2019-02-08 08:00:00,3395.24000000,3512.80000000,3394.89000000,3507.34000000,15660.75481400,3373.1,-13.05688774010514,-12.43313763861704
2019-02-08 16:00:00,3506.42000000,3733.58000000,3485.24000000,3659.04000000,26440.01731500,3373.1,5.643667621653549,-20.6779849090102
2019-02-09 00:00:00,3660.27000000,3667.89000000,3635.00000000,3660.86000000,7169.08538000,3387.5191999999997,20.3759697697933,-20.173102529959998
2019-02-09 08:00:00,3661.95000000,3680.02000000,3640.00000000,3645.02000000,10408.23640700,3401.3616319999996,30.422577210418694,-24.56724367509985
2019-02-09 16:00:00,3645.02000000,3673.00000000,3625.13000000,3665.18000000,7182.51193200,3414.6503667199995,39.55535993785497,-18.9747003994674
2019-02-10 00:00:00,3665.18000000,3674.00000000,3609.76000000,3632.12000000,6583.45666500,3427.4075520511997,43.62263575065663,-28.145805592543283
2019-02-10 08:00:00,3632.10000000,3647.95000000,3615.53000000,3626.60000000,7883.15769900,3439.6544499691518,45.871781920223384,-29.677097203728366
2019-02-10 16:00:00,3628.73000000,3684.99000000,3624.03000000,3680.06000000,8783.98827000,3451.4114719703857,51.375793512673226,-14.846870838881486
2019-02-11 00:00:00,3679.75000000,3684.90000000,3616.66000000,3635.64000000,8268.52350200,3462.6982130915703,51.55909839550213,-27.169329782512218
2019-02-11 08:00:00,3634.87000000,3657.20000000,3621.00000000,3643.00000000,8689.08458900,3473.5334845679076,51.70226776643085,-25.127607634265402
2019-02-11 16:00:00,3642.99000000,3649.00000000,3615.53000000,3631.05000000,7997.00648000,3483.935345185191,50.27196151554699,-28.442632046160604
2019-02-12 00:00:00,3631.05000000,3634.19000000,3582.34000000,3625.49000000,9122.91616000,3493.9211313777837,48.13491859516171,-29.985019973368882
2019-02-12 08:00:00,3625.58000000,3638.00000000,3595.71000000,3620.03000000,10423.97115300,3503.507486122672,45.47649558237936,-31.49966711051923
2019-02-12 16:00:00,3620.03000000,3667.60000000,3609.00000000,3631.46000000,9932.71091700,3512.710386677765,43.78722973951744,-28.32889480692407
2019-02-13 00:00:00,3631.51000000,3670.00000000,3624.00000000,3634.00000000,8788.19387700,3521.5451712106546,42.16735217329142,-27.62427873945848
2019-02-13 08:00:00,3633.98000000,3638.20000000,3591.75000000,3595.10000000,10464.77012200,3530.0265643622283,37.314543798917384,-38.41544607190413
2019-02-13 16:00:00,3595.10000000,3615.50000000,3593.22000000,3609.40000000,6521.03364900,3538.1687017877393,34.227989730118225,-34.44851309365286
2019-02-14 00:00:00,3608.34000000,3626.40000000,3597.20000000,3605.11000000,6762.44019200,3545.98515371623,31.077464579575917,-35.63859298712821
2019-02-14 08:00:00,3605.13000000,3615.00000000,3568.11000000,3600.94000000,10156.98324800,3553.488947567581,27.92229570573727,-36.795383932534364
2019-02-14 16:00:00,3601.99000000,3614.24000000,3588.00000000,3590.56000000,4834.07782100,3560.6925896648777,24.304060312208094,-39.674877940523736
2019-02-15 00:00:00,3590.57000000,3629.62000000,3587.00000000,3615.00000000,6099.59481500,3567.6080860782827,23.141920783805745,-32.89502885042164
2019-02-15 08:00:00,3615.00000000,3653.23000000,3573.45000000,3585.73000000,10960.00911200,3733.58,19.632758238376027,-41.01475810031067
2019-02-15 16:00:00,3586.50000000,3605.16000000,3585.05000000,3602.47000000,3718.26897200,3730.3774,17.995063842517084,-36.37094984465161
2019-02-16 00:00:00,3602.49000000,3634.16000000,3597.91000000,3617.09000000,5879.59094800,3727.238852,17.673165796273224,-32.31524633821565
2019-02-16 08:00:00,3617.08000000,3648.20000000,3609.95000000,3634.41000000,9008.88233500,3724.16307496,18.601215295127986,-27.510541500221944
2019-02-16 16:00:00,3634.48000000,3646.00000000,3615.00000000,3618.41000000,4677.51946800,3721.1488134608,17.839986665511333,-31.94906790945408
2019-02-17 00:00:00,3617.22000000,3647.00000000,3615.05000000,3641.25000000,5670.85835300,3718.1948371915837,18.86227207916727,-25.61307146027517
2019-02-17 08:00:00,3640.98000000,3700.11000000,3604.40000000,3622.42000000,11985.29108400,3715.299940447752,17.946145014890135,-32.82057338569188
2019-02-17 16:00:00,3622.42000000,3685.00000000,3610.00000000,3667.58000000,8034.07834200,3712.462941638797,20.62637429484539,-26.57646774583231
2019-02-18 00:00:00,3667.62000000,3773.85000000,3655.00000000,3731.69000000,19431.43663700,3573.45,27.605398667518784,-20.491882959074513
2019-02-18 08:00:00,3732.17000000,3848.00000000,3717.00000000,3823.38000000,24166.78647200,3577.4579999999996,40.07300581229083,-8.796312837186003
2019-02-18 16:00:00,3824.08000000,3925.00000000,3823.11000000,3898.60000000,20444.50738300,3588.2796799999996,55.38485749765596,-7.397237243968758
2019-02-19 00:00:00,3897.35000000,3974.98000000,3856.00000000,3916.01000000,16632.50590400,3608.4828992,68.13898793493445,-14.493572885688257
2019-02-19 08:00:00,3915.85000000,3994.52000000,3872.78000000,3971.85000000,20671.92433000,3637.802667264,81.80950052328762,-5.3164794446659505
2019-02-19 16:00:00,3971.01000000,3988.21000000,3893.00000000,3907.79000000,12902.74243300,3673.4744005375996,86.47751465349756,-20.33957927815953
2019-02-20 00:00:00,3907.35000000,3928.23000000,3870.66000000,3913.41000000,10263.90162500,3705.5789604838396,89.59761102726952,-19.02159893060673
2019-02-20 08:00:00,3913.86000000,3986.98000000,3907.42000000,3937.91000000,16756.60232200,3734.473064435456,92.97549153632372,-13.275955066719858
2019-02-20 16:00:00,3937.91000000,3980.00000000,3931.78000000,3969.74000000,9184.63690300,3760.47775799191,97.10157465269094,-5.8113083651884825
2019-02-21 00:00:00,3969.74000000,4016.48000000,3941.31000000,3964.69000000,13094.74377400,3783.881982192719,98.82484120081108,-11.550728193233262
2019-02-21 08:00:00,3965.00000000,3967.99000000,3901.03000000,3929.99000000,12114.92385500,3811.7937443295928,96.28067862511216,-19.289872203760346
2019-02-21 16:00:00,3930.00000000,3939.18000000,3911.65000000,3937.31000000,5894.21709900,3836.356095010042,93.77410477093099,-17.657291968686597
2019-02-22 00:00:00,3937.31000000,3965.37000000,3926.65000000,3940.00000000,8655.97606700,3857.970963608837,90.95620098465315,-17.057341035305672
2019-02-22 08:00:00,3939.98000000,3988.00000000,3928.71000000,3954.50000000,10554.05759700,3876.9920479757766,88.86859886167576,-13.823404777304466
2019-02-22 16:00:00,3954.63000000,3975.25000000,3945.04000000,3962.00000000,4733.13008600,3893.7306022186835,86.8185561857058,-12.150679126614188
2019-02-23 00:00:00,3962.00000000,3973.67000000,3936.58000000,3949.73000000,5468.98461200,3908.4605299524414,83.24420871951042,-14.887258291143478
2019-02-23 08:00:00,3949.69000000,3965.01000000,3933.15000000,3941.99000000,5492.87890600,3921.4228663581484,78.87770618936293,-16.6135111626559
2019-02-23 16:00:00,3941.99000000,4162.02000000,3939.03000000,4117.76000000,22696.07936500,3932.829722395171,88.57930442141969,-7.519921164857226
2019-02-24 00:00:00,4118.00000000,4198.00000000,4115.78000000,4167.14000000,11004.33043700,3933.15,99.10996623375559,-4.941157633496063
2019-02-24 08:00:00,4166.60000000,4171.59000000,3731.08000000,3778.65000000,32054.55582700,4198.0,75.24037117238095,-67.14434392762786
2019-02-24 16:00:00,3778.26000000,3816.19000000,3712.66000000,3743.56000000,19165.30062600,4198.0,52.882479073897684,-74.13981564564813
2019-02-25 00:00:00,3743.56000000,3817.91000000,3740.00000000,3780.52000000,10307.86852600,4178.5864,37.711338779372,-69.56956456531519
2019-02-25 08:00:00,3780.23000000,3818.46000000,3755.01000000,3808.96000000,12737.22228200,4159.949344000001,27.66407685312697,-65.53908355795149
2019-02-25 16:00:00,3808.96000000,3872.66000000,3801.09000000,3827.92000000,15057.87543700,4142.0577702400005,20.989508941075655,-62.34501347708895
2019-02-26 00:00:00,3828.44000000,3841.51000000,3777.00000000,3807.63000000,10574.99602000,4124.8818594304,13.902374435154343,-65.76314016172505
2019-02-26 08:00:00,3807.63000000,3832.99000000,3786.92000000,3821.65000000,10861.29396000,4108.392985053184,9.309749116439434,-63.40128032345013
2019-02-26 16:00:00,3821.89000000,3823.15000000,3790.62000000,3809.23000000,7402.45805600,4092.5636656510565,4.61467515885397,-66.11734693877551
2019-02-27 00:00:00,3809.31000000,3830.00000000,3791.66000000,3825.59000000,7148.87596100,4077.367519025014,2.1886807458304247,-68.58379373848985
2019-02-27 08:00:00,3825.61000000,3838.85000000,3788.00000000,3807.04000000,10315.67593600,4062.7792182640137,-1.2167414381146955,-80.5538385461738
2019-02-27 16:00:00,3807.69000000,3826.34000000,3677.17000000,3818.07000000,14036.44356900,4048.774449533453,-2.9910552125666072,-72.94702686097189
2019-02-28 00:00:00,3818.04000000,3833.95000000,3809.88000000,3822.06000000,6280.48963200,4026.478182561446,-4.028810389557748,-72.18094195802855
2019-02-28 08:00:00,3823.07000000,3888.00000000,3763.87000000,3852.88000000,15390.17143200,4005.5196916077593,-2.337378572219677,-66.26346408617013
2019-02-28 16:00:00,3852.27000000,3873.54000000,3794.44000000,3813.69000000,10891.29998000,3985.818710111294,-4.111813717356654,-73.78799224315036
2019-03-01 00:00:00,3814.26000000,3839.02000000,3813.01000000,3839.02000000,5323.73979100,3967.2997875046162,-3.434555626312431,-68.92460111744717
2019-03-01 08:00:00,3839.02000000,3852.41000000,3819.70000000,3828.54000000,9800.89363200,3949.892000254339,-3.7008114737691358,-70.93677399535358
2019-03-01 16:00:00,3828.15000000,3857.00000000,3817.00000000,3823.00000000,8049.93874700,3933.5286802390788,-4.309179314668654,-72.00046080294915
2019-03-02 00:00:00,3822.17000000,3841.31000000,3791.95000000,3802.46000000,6799.75610600,3918.147159424734,-6.375231847399391,-75.94416604266269
2019-03-02 08:00:00,3802.44000000,3830.75000000,3772.25000000,3812.13000000,8273.99239700,3903.68852985925,-7.149885748002362,-74.0875141600906
2019-03-02 16:00:00,3812.11000000,3824.30000000,3797.38000000,3819.93000000,4372.08985200,3890.0974180676953,-7.053105918012989,-72.58990457538933
2019-03-03 00:00:00,3819.97000000,3833.96000000,3815.58000000,3825.14000000,4793.14385000,3877.3217729836338,-6.481291453855647,-71.58957817330035
2019-03-03 08:00:00,3825.11000000,3835.00000000,3792.22000000,3795.62000000,7385.85152600,3865.3126666046155,-8.314299592149837,-77.2574544477085
2019-03-03 16:00:00,3795.62000000,3816.68000000,3781.32000000,3807.75000000,4539.17003400,3854.0241066083386,-8.688031898880581,-74.92847954226909
2019-03-04 00:00:00,3807.32000000,3830.00000000,3699.50000000,3727.00000000,15416.64197300,3843.412860211838,-15.323428641773262,-90.43257876850413
2019-03-04 08:00:00,3727.00000000,3733.05000000,3670.69000000,3713.10000000,12661.37979700,3833.4382885991276,-21.45630724498824,-91.95729267413857
2019-03-04 16:00:00,3712.07000000,3735.14000000,3696.72000000,3715.30000000,6664.81989000,3830.0,-25.841254216225025,-91.5400807873926
2019-03-05 00:00:00,3716.10000000,3733.53000000,3703.55000000,3729.20000000,7473.58477900,3817.2552,-27.87343484364783,-88.90406023022514
2019-03-05 08:00:00,3729.19000000,3848.38000000,3728.15000000,3834.56000000,15483.35167300,3670.69,-20.743166846971235,-67.28488720303457
2019-03-05 16:00:00,3835.00000000,3877.10000000,3820.32000000,3857.73000000,10005.59971000,3674.2438,-13.07206608778688,-13.929409599190093
2019-03-06 00:00:00,3857.58000000,3870.00000000,3813.09000000,3851.92000000,7696.07067500,3682.358048,-7.376450779732295,-16.60300952556253
