2021-11-08 08:54:26, 5, 956.9112649710509, 193, -0.0022383817806839942, 382.07644324493407
2021-11-08 08:54:32, 6, 976.424213003263, 153, -0.0016103291995823383, 157.42999697875976
2021-11-08 08:55:05, 11, 987.5475846610389, 163, -0.009838312666863202, 240.59042529296875
2021-11-08 08:55:11, 12, 993.3507214753972, 185, -0.006080802474170923, 36.71027106285096
2021-11-08 08:55:50, 18, 1018.6104958410715, 164, -0.005594212371855974, 204.95430156707764
2021-11-08 08:55:56, 19, 1020.3278044489083, 8, -0.0021983338054269554, 10.651404424667358
2021-11-08 08:56:03, 20, 1020.4286828015457, 6, -0.001686249855905771, 67.96353733062745
2021-11-08 08:57:14, 31, 1023.7486126028966, 178, -0.002509921096265316, 45.946390239715576
2021-11-08 08:57:59, 38, 1028.0764025715562, 146, -0.00964421834051609, 278.6032971801758
2021-11-08 08:58:06, 39, 1051.762405670083, 154, -0.004997394450008869, 107.9825095062256
2021-11-08 09:01:47, 73, 1066.7963934797028, 165, -0.011006958095356822, 192.43113554382325
2021-11-08 09:01:54, 74, 1075.0503658678208, 161, -0.012472416713833808, 480.5180297927856
2021-11-08 09:02:01, 75, 1148.1908338094122, 5, -0.0017781806141138078, 2824.105771209717
2021-11-08 11:08:11, 1230, 1154.662210044641, 215, -0.006767239816486836, 499.1323807067871
