Date,Open,High,Low,Close,Volume,kc_mb,kc_hb,kc_lb,kc_pb,kc_wb,kc_hb_i,kc_lb_i
2018-01-14 08:00:00,13590.0,13720.0,12569.2,12869.89,9217.648313,13826.51611111111,14570.176111111112,13082.856111111112,-0.14318782179430972,10.757012019859264,0.0,1.0
2018-01-14 16:00:00,12869.82,13600.8,12690.01,13474.99,4033.904892,13765.615555555554,14548.073888888888,12983.157222222224,0.31428688073557265,11.368301405418023,0.0,0.0
2018-01-15 00:00:00,13477.98,13736.4,13215.56,13355.0,4077.562364,13655.933333333332,14422.89,12888.976666666667,0.3038133401713263,11.232577780598413,0.0,0.0
2018-01-15 08:00:00,13346.34,14249.99,13147.79,13990.01,6786.235892,13577.688333333334,14427.501666666665,12727.875,0.742595432722481,12.517791136021794,0.0,0.0
2018-01-15 16:00:00,13990.01,14100.0,13340.64,13539.93,3788.296449,13493.821111111109,14397.89111111111,12589.75111111111,0.5255007294174621,13.399762640332746,0.0,0.0
2018-01-16 00:00:00,13500.0,13542.93,12222.0,12347.32,10504.542635,13317.35888888889,14278.17888888889,12356.53888888889,-0.004797406844617325,14.4295878487084,0.0,1.0
2018-01-16 08:00:00,12340.0,12488.0,10620.88,11964.02,25480.122246,13090.348333333333,14170.555,12010.141666666668,-0.021348538242682496,16.503864361134255,0.0,1.0
2018-01-16 16:00:00,11963.9,11988.47,9035.0,10900.0,27416.504294,12654.663333333336,14075.316666666666,11234.01,-0.11755506856000539,22.452645256728797,0.0,1.0
2018-01-17 00:00:00,10899.99,11488.88,9777.0,10765.01,21121.989615,12194.881666666668,13814.041666666666,10575.721666666666,0.05845263387600172,26.554747217035995,0.0,0.0
2018-01-17 08:00:00,10777.93,10799.78,9037.94,9227.47,23723.080675,11510.292777777779,13239.392777777779,9781.192777777778,-0.16011878369607854,30.04441387170044,0.0,1.0
2018-01-17 16:00:00,9227.46,11680.99,9150.01,10988.79,27486.726356,11001.360555555555,13025.730555555556,8976.990555555556,0.4968951931821863,36.80217532690022,0.0,0.0
2018-01-18 00:00:00,10972.59,11600.0,10435.33,10472.97,17648.58108,10690.03,12688.356666666667,8691.703333333333,0.44568956026542195,37.38673636400771,0.0,0.0
2018-01-18 08:00:00,10461.71,11878.82,10440.01,11700.0,15182.942901,10631.470555555556,12558.412222222221,8704.52888888889,0.777260454462238,36.249767265916525,0.0,0.0
2018-01-18 16:00:00,11696.99,11742.95,10635.3,10961.97,15632.910956,10710.17888888889,12329.48388888889,9090.87388888889,0.5777466601755413,30.23861724064989,0.0,0.0
2018-01-19 00:00:00,10960.0,11435.0,10360.0,11069.72,13720.115072,10756.502777777778,12269.661111111112,9243.344444444445,0.6034978347349266,28.13476395802953,0.0,0.0
2018-01-19 08:00:00,11060.0,11795.0,10950.0,11400.0,12318.903702,11038.714444444444,12399.066111111111,9678.362777777778,0.6327912349461923,24.646921949345348,0.0,0.0
2018-01-19 16:00:00,11383.16,11700.0,11003.0,11474.98,8090.356647,11169.725,12224.413333333332,10115.036666666667,0.6447133671400558,18.884768126938354,0.0,0.0
2018-01-20 00:00:00,11474.98,12869.0,11412.45,12660.98,13560.882936,11416.065555555555,12519.400555555556,10312.730555555556,1.0641597721654998,19.329514089257646,1.0,0.0
2018-01-20 08:00:00,12660.98,12835.0,12240.24,12539.05,7739.046398,11615.813333333332,12578.473333333333,10653.153333333334,0.9795237501644745,16.574990874509,0.0,0.0
2018-01-20 16:00:00,12539.08,13099.0,12535.0,12799.94,7468.928493,11898.797777777778,12770.849444444444,11026.746111111112,1.0166793761582684,14.657811368057905,1.0,0.0
2018-01-21 00:00:00,12799.8,12799.8,11300.0,11701.14,15109.114304,12061.921111111109,13004.772777777776,11119.069444444443,0.308675572273947,15.6335240129889,0.0,0.0
2018-01-21 08:00:00,11721.43,12291.35,11403.0,11412.0,12530.442989,12115.329444444445,13065.40611111111,11165.252777777778,0.12985647941862014,15.683876712115808,0.0,0.0
2018-01-21 16:00:00,11420.99,11548.99,10965.0,11530.0,13740.216133,12107.885555555555,13039.127222222223,11176.643888888888,0.1897230996847104,15.3823995509997,0.0,0.0
2018-01-22 00:00:00,11530.0,11770.0,11149.0,11743.97,9596.349212,11981.24888888889,12773.232222222223,11189.265555555556,0.3501995692950884,13.220380290535475,0.0,0.0
2018-01-22 08:00:00,11745.0,11926.35,10139.97,10330.0,18499.863449,11691.361666666666,12681.948333333334,10700.775,-0.18714919778178563,16.945616685367565,0.0,1.0
2018-01-22 16:00:00,10330.06,10849.0,9900.24,10760.05,15656.39413,11306.65888888889,12361.372222222222,10251.945555555554,0.24087324412531277,18.656498682732988,0.0,0.0
2018-01-23 00:00:00,10760.05,10998.0,10108.4,10250.0,11438.307536,11059.74,12012.753333333334,10106.726666666667,0.07516858805752943,17.233919302503192,0.0,0.0
2018-01-23 08:00:00,10250.85,10770.54,9905.0,10750.0,12550.515837,10855.250555555554,11804.462222222222,9906.03888888889,0.44455896442720555,17.488526161763698,0.0,0.0
2018-01-23 16:00:00,10750.0,11399.0,10678.0,10799.18,13485.099179,10790.372222222222,11762.41888888889,9818.325555555555,0.5045305323704167,18.01692558232211,0.0,0.0
2018-01-24 00:00:00,10799.14,11100.1,10500.0,10956.0,8770.508874,10673.32388888889,11641.887222222222,9704.760555555555,0.6459254657815072,18.149235297574435,0.0,0.0
2018-01-24 08:00:00,10955.99,11570.48,10729.0,11070.09,11687.456975,10727.393333333333,11538.473333333333,9916.313333333334,0.7112594729660864,15.121660496585376,0.0,0.0
2018-01-24 16:00:00,11070.09,11390.0,10862.08,11349.99,6700.621913,10843.65888888889,11584.59888888889,10102.71888888889,0.8416815876529207,13.665866984421918,0.0,0.0
2018-01-25 00:00:00,11349.96,11794.05,11248.48,11460.0,8217.587847,11018.443888888889,11702.045555555555,10334.842222222222,0.8229630153362548,12.408315975652739,0.0,0.0
2018-01-25 08:00:00,11465.91,11483.98,10959.0,10999.0,7126.721072,11130.468333333332,11757.31,10503.626666666665,0.3951343374855435,11.263527246008376,0.0,0.0
2018-01-25 16:00:00,10998.99,11395.0,10950.21,11175.27,5495.645264,11166.262777777776,11747.069444444443,10585.45611111111,0.507754062357718,10.402883726192481,0.0,0.0
2018-01-26 00:00:00,11184.7,11643.0,11010.0,11010.0,6646.945878,11227.757222222222,11814.047222222222,10641.467222222222,0.31429222550084296,10.443581712643411,0.0,0.0
2018-01-26 08:00:00,11010.09,11147.85,10311.15,11147.85,19011.982935,11185.383888888888,11770.877222222223,10599.890555555556,0.4679467837189529,10.468900113744677,0.0,0.0
2018-01-26 16:00:00,11147.84,11399.0,10800.93,11089.0,7397.943147,11167.98722222222,11765.172222222223,10570.802222222223,0.433867041015579,10.694586018359928,0.0,0.0
2018-01-27 00:00:00,11089.0,11400.0,10842.69,11243.68,6036.535084,11111.533888888887,11710.675555555557,10512.392222222223,0.6102795202396012,10.784139663485819,0.0,0.0
2018-01-27 08:00:00,11243.68,11495.0,10900.0,11464.97,6572.706105,11134.755555555557,11745.567222222222,10523.943888888889,0.7703079054191095,10.971263152012513,0.0,0.0
2018-01-27 16:00:00,11452.62,11650.0,11360.0,11491.0,6251.527156,11189.228888888889,11774.242222222223,10604.215555555556,0.7579181481143822,10.456722963532588,0.0,0.0
2018-01-28 00:00:00,11499.98,12244.0,11408.0,11969.0,7216.079808,11298.006666666668,11916.853333333333,10679.160000000002,1.0421321382787343,10.954970817861062,1.0,0.0
2018-01-28 08:00:00,11969.0,12079.9,11652.0,11791.12,5999.837519,11460.01611111111,12010.729444444443,10909.302777777777,0.8006136485608581,9.61103942601593,0.0,0.0
2018-01-28 16:00:00,11793.0,11999.98,11750.0,11879.95,3671.422197,11590.071666666669,12082.769999999999,11097.373333333335,0.7941742580821952,8.502075698985442,0.0,0.0
2018-01-29 00:00:00,11879.95,11975.02,11273.0,11318.01,6791.300322,11650.052777777777,12166.869444444446,11133.236111111111,0.17876154234792022,8.872348933087824,0.0,0.0
2018-01-29 08:00:00,11320.0,11528.0,11139.55,11383.91,4390.772596,11660.691111111111,12143.08277777778,11178.299444444447,0.21311578304858084,8.27380919484284,0.0,0.0
2018-01-29 16:00:00,11383.91,11499.0,11150.0,11251.0,2988.30462,11627.302222222223,12119.527222222221,11135.077222222222,0.1177538501475727,8.466710344197537,0.0,0.0
2018-01-30 00:00:00,11250.11,11308.42,10850.0,11118.99,4521.501601,11497.102777777778,11926.397777777776,11067.807777777778,0.059611947754133934,7.467881401038942,0.0,0.0
2018-01-30 08:00:00,11119.0,11210.57,10206.25,10323.02,7997.517734,11286.92611111111,11812.29111111111,10761.561111111112,-0.41736803090338387,9.309266222321018,0.0,1.0
2018-01-30 16:00:00,10323.25,10600.0,9900.0,10237.51,13035.353611,11015.125,11615.493333333334,10414.756666666668,-0.14761493638627504,10.900799279778175,0.0,1.0
2018-01-31 00:00:00,10230.0,10347.52,9700.0,10280.0,9366.085519,10779.652222222223,11370.937222222223,10188.367222222221,0.07748613424810255,10.970391025808206,0.0,0.0
2018-01-31 08:00:00,10280.0,10425.85,9900.0,10017.47,5502.255293,10573.644444444444,11187.829444444445,9959.459444444445,0.04722563686475137,11.61728112245542,0.0,0.0
2018-01-31 16:00:00,10017.51,10298.0,9860.0,10285.1,3147.615993,10381.594444444445,11010.612777777778,9752.576111111111,0.42329758980704496,12.117952337657405,0.0,0.0
2018-02-01 00:00:00,10285.1,10335.0,9959.04,10063.75,4286.184581,10219.393333333333,10834.668333333333,9604.118333333334,0.37351726192894763,12.041321435258054,0.0,0.0
2018-02-01 08:00:00,10063.75,10078.1,9224.0,9339.87,14017.45132,10047.289444444445,10637.52777777778,9457.05111111111,-0.09926592741726559,11.749205327407013,0.0,1.0
2018-02-01 16:00:00,9326.23,9560.01,8750.99,9224.52,15261.12841,9869.40111111111,10477.809444444445,9260.992777777778,-0.02997393015472919,12.329184445617052,0.0,1.0
2018-02-02 00:00:00,9224.52,9250.0,8505.0,8673.11,12646.292314,9652.767222222223,10277.422222222223,9028.112222222222,-0.2841586333433824,12.942506239287411,0.0,1.0
2018-02-02 08:00:00,8673.11,9120.0,8010.02,9070.0,25528.303697,9422.583888888888,10144.59388888889,8700.573888888888,0.2558317136266196,15.325095717139655,0.0,0.0
2018-02-02 16:00:00,9070.0,9247.79,8501.0,8873.03,11797.030964,9210.290555555555,9983.765555555556,8436.815555555555,0.28198354468111153,16.79588706424572,0.0,0.0
2018-02-03 00:00:00,8873.03,8920.0,8229.0,8708.82,9216.859241,8960.29222222222,9786.27388888889,8134.310555555555,0.3477737264816878,18.436489484531972,0.0,0.0
2018-02-03 08:00:00,8708.82,9459.6,8579.0,9173.0,12163.664454,8880.827222222222,9711.225555555555,8050.428888888889,0.6759232684180353,18.700923068415356,0.0,0.0
2018-02-03 16:00:00,9173.01,9473.01,9022.0,9199.96,7344.47704,8889.685555555556,9660.415555555555,8118.955555555556,0.7012860823144574,17.339870914069316,0.0,0.0
2018-02-04 00:00:00,9199.96,9368.0,8901.01,9200.0,5241.379306,8947.513333333334,9671.908333333335,8223.118333333334,0.6742741644176627,16.19209657506332,0.0,0.0
2018-02-04 08:00:00,9200.0,9216.0,8357.93,8419.96,12681.918448,8936.061666666666,9618.471666666666,8253.651666666667,0.12185367545414964,15.273171234829958,0.0,0.0
2018-02-04 16:00:00,8419.96,8585.0,7930.0,8184.81,14091.010695,8829.283333333335,9496.394999999999,8162.171666666666,0.016967424244317603,15.11134350277579,0.0,0.0
2018-02-05 00:00:00,8179.99,8382.8,7910.0,7965.01,10839.178964,8740.393888888888,9371.138888888889,8109.648888888889,-0.11465718229148762,14.432873575682356,0.0,1.0
2018-02-05 08:00:00,7965.01,8049.99,7167.0,7384.85,20949.729697,8484.296111111113,9115.439444444442,7853.152777777778,-0.37099558297199703,14.877918570210696,0.0,1.0
2018-02-05 16:00:00,7375.49,7543.99,6625.0,6939.99,31614.273918,8118.407777777778,8827.547777777778,7409.267777777778,-0.330878090206291,17.46992807976714,0.0,1.0
2018-02-06 00:00:00,6939.63,7150.0,6000.01,6043.0,33231.301973,7658.63,8481.603333333333,6835.656666666667,-0.4815810151807271,21.491398156937542,0.0,1.0
2018-02-06 08:00:00,6040.98,7462.0,6019.24,7290.61,38439.312973,7368.516666666667,8288.938333333334,6448.095000000001,0.45767881749850103,24.9825496312012,0.0,0.0
2018-02-06 16:00:00,7299.99,7878.0,6781.0,7652.14,28530.885361,7235.812777777777,8229.901111111112,6241.724444444444,0.7094015231152606,27.476894824761704,0.0,0.0
2018-02-07 00:00:00,7655.02,7770.0,7150.01,7669.97,17636.373864,7143.155555555556,8161.775555555556,6124.535555555555,0.758592234810059,28.52016849073862,0.0,0.0
2018-02-07 08:00:00,7669.97,8476.0,7580.6,8169.0,24164.014478,7233.364444444444,8254.052777777779,6212.676111111112,0.9583355785502045,28.221675851470994,0.0,0.0
2018-02-07 16:00:00,8165.0,8399.0,7531.11,7599.0,18978.072155,7367.816111111111,8379.987777777778,6355.644444444445,0.6142019167806951,27.475486668030452,0.0,0.0
2018-02-08 00:00:00,7599.0,7844.0,7572.09,7784.02,1521.537318,7590.432777777777,8456.257777777779,6724.607777777778,0.6117935045893927,22.813587191888278,0.0,0.0
2018-02-09 08:00:00,7789.9,8540.0,7789.9,8333.91,9526.831769,7806.652777777778,8557.034444444444,7056.271111111112,0.8513260289023292,19.224158881580678,0.0,0.0
2018-02-09 16:00:00,8333.98,8738.0,8312.0,8683.92,10956.079056,7996.807222222222,8635.355555555556,7358.258888888889,1.0380272266869208,15.97008194867772,1.0,0.0
2018-02-10 00:00:00,8683.93,9065.78,8601.0,8915.15,13586.02675,8218.582222222221,8831.262222222222,7605.902222222222,1.0684596998251763,14.90962755944388,1.0,0.0
2018-02-10 08:00:00,8915.15,8920.17,8231.0,8263.51,18979.104625,8284.642222222223,8862.950555555555,7706.3338888888875,0.48172927744234956,13.960973034710289,0.0,0.0
2018-02-10 16:00:00,8271.0,8572.0,8120.0,8533.98,16816.381278,8378.912777777778,8887.906111111111,7869.919444444444,0.6523273607600183,12.149388514540117,0.0,0.0
2018-02-11 00:00:00,8533.99,8549.0,7800.0,7850.72,15797.944151,8434.446666666667,9022.955,7845.938333333332,0.004062530975207287,13.954877103180863,0.0,0.0
2018-02-11 08:00:00,7851.2,8449.9,7726.53,8449.86,17264.187619,8432.362222222224,9016.415555555555,7848.308888888889,0.5149796061242511,13.852662348734224,0.0,0.0
2018-02-11 16:00:00,8445.06,8500.85,8015.0,8063.88,11963.056182,8368.240555555556,8962.26888888889,7774.2122222222215,0.24381646591866682,14.197209781187926,0.0,0.0
2018-02-12 00:00:00,8063.82,8570.0,8053.0,8473.76,12884.578717,8285.731111111112,8888.462777777777,7682.999444444445,0.6559805957506433,14.548665859030999,0.0,0.0
2018-02-12 08:00:00,8470.01,8840.82,8457.03,8670.0,15910.264183,8316.462777777779,8868.297777777778,7764.627777777779,0.820328741582377,13.270906507861605,0.0,0.0
2018-02-12 16:00:00,8669.99,8989.0,8620.0,8903.0,13193.00759,8387.908333333335,8925.91,7849.906666666669,0.9787082443982517,12.82802923652994,0.0,0.0
2018-02-13 00:00:00,8903.0,8950.0,8554.87,8669.39,12242.260545,8497.605000000001,8976.628333333334,8018.581666666668,0.6793075493886852,11.27431395865854,0.0,0.0
2018-02-13 08:00:00,8656.26,8680.0,8351.0,8489.91,14585.951506,8547.306111111111,8960.601111111111,8134.011111111112,0.43056278068799325,9.67076631227083,0.0,0.0
2018-02-13 16:00:00,8486.05,8725.0,8461.0,8539.9,8626.760905,8610.982222222223,8987.302222222223,8234.662222222223,0.40555614606953755,8.740466308915067,0.0,0.0
2018-02-14 00:00:00,8535.17,8888.85,8533.0,8870.17,9821.935373,8677.385555555555,9026.847222222223,8327.92388888889,0.7758306029432563,8.054538188473808,0.0,0.0
2018-02-14 08:00:00,8870.17,9350.0,8757.5,9330.08,18470.738818,8759.037222222223,9143.28388888889,8374.790555555557,1.2430679656008004,8.773719232333168,1.0,0.0
2018-02-14 16:00:00,9329.22,9489.6,9170.0,9449.99,12519.278676,8847.792222222222,9223.805555555557,8471.77888888889,1.3007665212817496,8.499596823463682,1.0,0.0
2018-02-15 00:00:00,9449.98,9817.2,9301.5,9810.01,14771.642868,9000.817222222222,9396.925555555556,8604.708888888888,1.5214286215190849,8.80160819965052,1.0,0.0
2018-02-15 08:00:00,9810.01,9925.17,9371.56,9811.01,19353.777221,9200.085555555555,9633.62888888889,8766.542222222224,1.2045713743852327,9.424767426679722,1.0,0.0
2018-02-15 16:00:00,9811.01,10219.5,9742.01,10000.09,18302.176626,9435.402222222223,9904.527222222223,8966.277222222223,1.1018521479113,9.943932202383882,1.0,0.0
2018-02-16 00:00:00,10000.89,10323.37,9679.16,9688.5,14821.074167,9624.236111111111,10141.421111111113,9107.05111111111,0.5621285312691673,10.747554279199676,0.0,0.0
2018-02-16 08:00:00,9688.5,10132.0,9666.0,10039.98,13243.269232,9757.591666666667,10253.693333333335,9261.49,0.7846073217519245,10.16852689914094,0.0,0.0
2018-02-16 16:00:00,10035.05,10213.3,9865.0,10159.98,10096.862575,9875.852222222222,10376.737222222224,9374.967222222222,0.7836257601822536,10.143630923778527,0.0,0.0
2018-02-17 00:00:00,10156.07,10760.0,10050.0,10727.91,15265.260608,10020.807777777778,10554.076111111111,9487.539444444445,1.1629891351341772,10.643220489987113,1.0,0.0
2018-02-17 08:00:00,10727.87,10877.91,10499.86,10731.48,15330.965284,10187.558333333334,10691.566666666668,9683.550000000001,1.039595906152344,9.894585470676239,1.0,0.0
2018-02-17 16:00:00,10731.48,11075.07,10674.0,11039.55,11285.882515,10344.615,10835.886666666667,9853.343333333332,1.2072817823132467,9.498114075133147,1.0,0.0
2018-02-18 00:00:00,11039.55,11274.0,10323.0,10589.76,23189.689083,10483.266666666668,11025.669999999998,9940.863333333335,0.5981680299408196,10.347983135027855,0.0,0.0
2018-02-18 08:00:00,10593.62,10850.0,10080.0,10633.73,23208.343895,10579.141666666666,11172.211666666664,9986.071666666669,0.5460218299132761,11.212062730356944,0.0,0.0
2018-02-18 16:00:00,10620.01,10874.99,10331.0,10383.43,14739.34775,10654.205,11279.89,10028.52,0.2836171555974653,11.745315581969738,0.0,0.0
2018-02-19 00:00:00,10375.01,10843.0,10270.33,10815.62,12255.3633,10675.929444444444,11278.72611111111,10073.132777777779,0.6158687193212391,11.292631143798904,0.0,0.0
2018-02-19 08:00:00,10815.61,11219.0,10672.01,11171.71,15433.143639,10728.9,11359.853333333333,10097.946666666669,0.8509055080671573,11.76175252511128,0.0,0.0
2018-02-19 16:00:00,11171.71,11250.0,10881.0,11153.0,13142.910192,10756.42111111111,11382.029444444444,10130.812777777779,0.8169546086253823,11.632276700046544,0.0,0.0
2018-02-20 00:00:00,11147.11,11650.0,11141.0,11535.0,15217.651316,10875.267777777777,11427.209444444445,10323.326111111111,1.0976466917297014,10.150401405186345,1.0,0.0
2018-02-20 08:00:00,11530.92,11595.0,11156.0,11516.99,13557.386048,11025.504444444445,11522.279444444444,10528.729444444443,0.994676217156213,9.011379071191914,0.0,0.0
2018-02-20 16:00:00,11517.0,11786.01,11100.59,11200.99,19378.316924,11164.291666666666,11684.638333333334,10643.945,0.5352633500743089,9.32162437533357,0.0,0.0
2018-02-21 00:00:00,11195.07,11304.03,10620.0,11125.0,26270.327846,11226.518333333333,11765.424999999997,10687.611666666666,0.40581083923004746,9.60060190819028,0.0,0.0
2018-02-21 08:00:00,11128.0,11185.19,10407.09,10540.31,20188.767558,11174.844444444445,11752.269444444444,10597.419444444444,-0.0494518287608298,10.334372041967278,0.0,1.0
2018-02-21 16:00:00,10542.64,10675.51,10200.0,10437.6,21654.72335,11065.350555555555,11660.527222222221,10470.173888888889,-0.02736489072338874,10.757484160641386,0.0,1.0
2018-02-22 00:00:00,10439.02,10933.44,10296.0,10600.0,16049.536669,10926.652777777776,11543.23611111111,10310.069444444443,0.2351106005316043,11.285859372914596,0.0,0.0
2018-02-22 08:00:00,10606.99,10670.0,9711.0,9980.98,33251.693399,10709.652222222221,11412.902222222221,10006.402222222223,-0.01807481139155591,13.133012826332035,0.0,1.0
2018-02-22 16:00:00,9972.12,10127.0,9679.0,9811.04,17758.936415,10461.288333333332,11124.968333333332,9797.608333333334,0.010119083494053844,12.688303368625874,0.0,0.0
2018-02-23 00:00:00,9815.55,9989.0,9570.19,9865.66,19172.882889,10259.945,10879.421666666667,9640.468333333334,0.18175960353631757,12.075633283934105,0.0,0.0
2018-02-23 08:00:00,9865.67,10435.0,9857.34,10292.0,21896.955713,10173.931111111111,10760.00111111111,9587.861111111111,0.6007293402570418,11.521013728114267,0.0,0.0
2018-02-23 16:00:00,10292.0,10300.92,9857.75,10131.04,16132.863768,10117.075555555555,10697.755555555555,9536.395555555555,0.5120242168185969,11.479206551563875,0.0,0.0
